ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2223	"ENSMUSG00000045078"	"Rnf216"	chr5	-	143098378	143098505	143092994	143093125	143112898	143112980	2223	3,2,6,8,5,3	0,1,0,0,0,0	6,2,2,6,1,6	0,0,0,0,0,0	223	96	1	1.0	1.0,0.463,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.09
2231	"ENSMUSG00000045659"	"Plekha7"	chr7	-	116126935	116127041	116123492	116124820	116128553	116128693	2231	1,0,0,1,1,0	4,6,3,3,3,10	0,0,0,1,0,1	3,8,4,10,6,5	202	96	1	1.0	0.106,0.0,0.0,0.137,0.137,0.0	0.0,0.0,0.0,0.045,0.0,0.087	0.041
2232	"ENSMUSG00000045659"	"Plekha7"	chr7	-	116126935	116127046	116123492	116124820	116128553	116128693	2232	1,2,2,1,1,0	4,6,3,3,3,10	0,0,0,1,0,1	3,8,4,10,6,5	207	96	0.212741038873	1.0	0.104,0.134,0.236,0.134,0.134,0.0	0.0,0.0,0.0,0.044,0.0,0.085	0.102
2235	"ENSMUSG00000073147"	"5031425E22Rik"	chr5	-	23423223	23423343	23422403	23422902	23433209	23433309	2235	0,1,0,0,1,2	0,0,0,0,0,0	0,0,0,0,5,1	0,0,0,1,0,0	216	96	1	1.0	NA,1.0,NA,NA,1.0,1.0	NA,NA,NA,0.0,1.0,1.0	0.333
2236	"ENSMUSG00000025499"	"Hras"	chr7	-	141191954	141192036	141189933	141191467	141192130	141192290	2236	1,0,0,0,0,1	16,29,13,12,9,14	0,3,1,0,0,2	12,9,15,25,10,13	178	96	1	1.0	0.033,0.0,0.0,0.0,0.0,0.037	0.0,0.152,0.035,0.0,0.0,0.077	-0.032
2242	"ENSMUSG00000036833"	"Pnpla7"	chr2	+	24978125	24978221	24976100	24976313	24980033	24980102	2242	0,0,1,0,0,1	4,1,0,2,4,2	0,0,0,1,0,1	0,0,0,0,1,0	192	96	1	1.0	0.0,0.0,1.0,0.0,0.0,0.2	NA,NA,NA,1.0,0.0,1.0	-0.467
2244	"ENSMUSG00000036833"	"Pnpla7"	chr2	+	25038836	25038900	25029506	25029656	25039602	25039771	2244	1,9,2,0,5,3	0,0,0,0,0,0	0,3,1,4,4,2	1,1,0,0,0,0	160	96	1	1.0	1.0,1.0,1.0,NA,1.0,1.0	0.0,0.643,1.0,1.0,1.0,1.0	0.226
2245	"ENSMUSG00000036833"	"Pnpla7"	chr2	+	25052990	25053070	25052552	25052637	25053394	25053498	2245	1,1,0,0,0,0	6,6,4,2,6,9	0,0,0,0,0,0	0,0,6,2,3,7	176	96	1	1.0	0.083,0.083,0.0,0.0,0.0,0.0	NA,NA,0.0,0.0,0.0,0.0	0.028
2254	"ENSMUSG00000038518"	"Jarid2"	chr13	+	44848279	44848421	44823379	44823515	44874282	44874314	2254	3,7,3,10,3,9	0,0,0,0,0,0	3,5,12,14,3,5	0,0,0,0,0,1	238	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.669	0.055
2274	"ENSMUSG00000022553"	"Maf1"	chr15	+	76351995	76352041	76351293	76351659	76352419	76352552	2274	0,2,0,0,2,3	12,19,6,7,12,12	4,0,2,3,0,1	11,11,10,9,9,25	142	96	0.339095144477	1.0	0.0,0.066,0.0,0.0,0.101,0.145	0.197,0.0,0.119,0.184,0.0,0.026	-0.036
2275	"ENSMUSG00000022553"	"Maf1"	chr15	+	76351995	76352041	76351293	76351659	76352423	76352447	2275	0,2,0,0,1,1	0,0,0,0,0,0	3,0,2,0,0,1	0,0,0,0,1,0	142	96	1	1.0	NA,1.0,NA,NA,1.0,1.0	1.0,NA,1.0,NA,0.0,1.0	0.25
2280	"ENSMUSG00000040040"	"Ift88"	chr14	+	57444354	57444457	57441877	57441982	57445564	57445679	2280	4,6,2,1,0,5	0,0,0,0,1,0	3,4,8,10,7,4	0,0,0,0,0,0	199	96	1	1.0	1.0,1.0,1.0,1.0,0.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.167
2281	"ENSMUSG00000040040"	"Ift88"	chr14	+	57445564	57445679	57441877	57441982	57447540	57447772	2281	2,7,5,2,4,1	0,0,0,0,0,0	1,3,4,1,6,1	0,0,0,0,1,0	211	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.732,1.0	0.045
2283	"ENSMUSG00000040040"	"Ift88"	chr14	+	57480656	57480807	57479645	57480005	57481395	57481511	2283	4,7,1,5,3,4	0,0,0,0,0,0	2,10,8,10,5,5	0,0,0,0,1,0	247	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.66,1.0	0.057
2284	"ENSMUSG00000040040"	"Ift88"	chr14	+	57507204	57507271	57496172	57496279	57516980	57517091	2284	0,7,3,4,2,2	0,0,0,0,0,0	4,3,6,6,11,4	0,0,1,0,0,0	163	96	1	1.0	NA,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.779,1.0,1.0,1.0	0.037
2285	"ENSMUSG00000040040"	"Ift88"	chr14	+	57516980	57517091	57507204	57507271	57517336	57517936	2285	6,6,4,5,4,2	0,0,0,1,0,0	6,5,2,12,13,11	0,0,0,0,0,0	207	96	1	1.0	1.0,1.0,1.0,0.699,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.05
2288	"ENSMUSG00000001576"	"Ergic1"	chr17	+	26629900	26630079	26629554	26629679	26631925	26632026	2288	0,1,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,1	275	96	1	1.0	NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0	1.0
2289	"ENSMUSG00000001576"	"Ergic1"	chr17	+	26629900	26630079	26629554	26629679	26634416	26634521	2289	0,1,0,0,1,0	21,20,6,9,14,21	0,0,0,0,0,0	24,38,32,51,29,41	275	96	1	1.0	0.0,0.017,0.0,0.0,0.024,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.007
2290	"ENSMUSG00000001576"	"Ergic1"	chr17	+	26629900	26630529	26629554	26629679	26634416	26634521	2290	0,1,0,0,0,0	21,20,6,9,14,21	0,0,0,1,0,1	24,38,32,51,29,41	725	96	1	1.0	0.0,0.007,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.003,0.0,0.003	0.0
2291	"ENSMUSG00000001576"	"Ergic1"	chr17	+	26631925	26632026	26629554	26629679	26634416	26634521	2291	0,0,0,0,1,0	21,20,6,9,14,21	0,0,0,0,0,1	24,38,32,51,29,41	197	96	1	1.0	0.0,0.0,0.0,0.0,0.034,0.0	0.0,0.0,0.0,0.0,0.0,0.012	0.004
2295	"ENSMUSG00000001576"	"Ergic1"	chr17	+	26654826	26654953	26641581	26641704	26655066	26655350	2295	0,0,0,0,0,0	19,20,11,19,22,19	0,0,0,1,0,0	34,52,43,55,44,45	223	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.008,0.0,0.0	-0.001
2296	"ENSMUSG00000040652"	"Oaz2"	chr9	+	65688820	65688906	65687797	65687973	65689094	65690300	2296	23,46,15,22,19,37	1,0,0,0,2,0	37,52,49,67,37,62	2,5,4,2,3,0	182	96	0.000201972922768	0.031761684769	0.924,1.0,1.0,1.0,0.834,1.0	0.907,0.846,0.866,0.946,0.867,1.0	0.054
2300	"ENSMUSG00000048537"	"Phldb1"	chr9	-	44698826	44698871	44697925	44698220	44699346	44699449	2300	2,0,0,0,0,0	6,6,2,0,2,2	0,0,0,0,0,0	1,2,0,5,3,7	141	96	1	1.0	0.185,0.0,0.0,NA,0.0,0.0	0.0,0.0,NA,0.0,0.0,0.0	0.037
2301	"ENSMUSG00000048537"	"Phldb1"	chr9	-	44699555	44699696	44699346	44699449	44703802	44703892	2301	6,7,4,4,5,4	0,0,0,0,0,1	4,7,6,6,5,6	0,0,0,0,0,0	237	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.618	1.0,1.0,1.0,1.0,1.0,1.0	-0.064
2302	"ENSMUSG00000048537"	"Phldb1"	chr9	-	44700945	44701086	44699555	44699696	44703802	44703892	2302	0,0,1,1,1,0	5,4,1,3,2,3	0,0,0,0,0,0	4,2,3,6,4,0	237	96	1	1.0	0.0,0.0,0.288,0.119,0.168,0.0	0.0,0.0,0.0,0.0,0.0,NA	0.096
2304	"ENSMUSG00000048537"	"Phldb1"	chr9	-	44708393	44708522	44707884	44708040	44710922	44710946	2304	0,2,2,3,4,2	3,1,1,1,1,4	0,1,0,2,0,3	0,3,0,3,0,3	225	96	1	1.0	0.0,0.46,0.46,0.561,0.631,0.176	NA,0.125,NA,0.221,NA,0.299	0.166
2308	"ENSMUSG00000062627"	"Mysm1"	chr4	-	94961702	94961833	94960327	94960431	94965128	94965871	2308	2,4,4,1,5,3	0,1,0,0,0,0	3,6,0,7,8,2	0,0,0,0,0,0	227	96	1	1.0	1.0,0.628,1.0,1.0,1.0,1.0	1.0,1.0,NA,1.0,1.0,1.0	-0.062
2321	"ENSMUSG00000021782"	"Dlg5"	chr14	-	24191147	24191291	24190317	24190501	24192791	24192954	2321	0,7,4,4,2,6	1,0,1,0,0,0	2,4,4,3,3,3	2,1,0,2,0,0	240	96	0.359592749831	1.0	0.0,1.0,0.615,1.0,1.0,1.0	0.286,0.615,1.0,0.375,1.0,1.0	0.056
2334	"ENSMUSG00000039159"	"Ube2h"	chr6	-	30241371	30241424	30221667	30221796	30260928	30261003	2334	0,0,0,0,1,0	0,1,0,0,0,0	0,0,0,0,0,0	1,0,0,1,0,1	149	96	1	1.0	NA,0.0,NA,NA,1.0,NA	0.0,NA,NA,0.0,NA,0.0	0.5
2335	"ENSMUSG00000039159"	"Ube2h"	chr6	-	30242537	30242577	30241371	30241424	30260928	30261003	2335	0,8,0,4,0,5	0,0,0,0,1,0	0,1,0,0,0,13	0,0,0,0,0,0	136	96	1	1.0	NA,1.0,NA,1.0,0.0,1.0	NA,1.0,NA,NA,NA,1.0	-0.25
2336	"ENSMUSG00000026027"	"Stradb"	chr1	+	58980406	58980573	58979933	58980014	58985288	58985388	2336	0,0,0,0,0,0	9,7,5,3,7,9	0,0,1,0,0,0	7,9,4,16,12,12	263	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.084,0.0,0.0,0.0	-0.014
2337	"ENSMUSG00000026027"	"Stradb"	chr1	+	58992203	58992375	58991012	58991136	58992650	58992755	2337	13,10,10,8,12,8	0,0,0,0,3,0	20,17,27,30,19,21	0,2,0,1,1,1	268	96	1	1.0	1.0,1.0,1.0,1.0,0.589,1.0	1.0,0.753,1.0,0.915,0.872,0.883	0.028
2338	"ENSMUSG00000001687"	"Ubl3"	chr5	-	148506445	148506523	148504634	148506187	148509268	148509355	2338	56,72,24,56,34,57	0,0,0,0,0,1	33,58,38,81,47,63	0,0,0,0,0,0	174	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.969	1.0,1.0,1.0,1.0,1.0,1.0	-0.005
2342	"ENSMUSG00000005983"	"1700037C18Rik"	chr16	-	3907998	3908137	3907012	3907194	3908604	3908623	2342	0,0,0,0,0,2	0,0,0,1,0,0	0,0,1,0,0,0	0,1,1,1,0,0	235	96	1	1.0	NA,NA,NA,0.0,NA,1.0	NA,0.0,0.29,0.0,NA,NA	0.403
2348	"ENSMUSG00000026565"	"Pou2f1"	chr1	-	165883046	165883118	165880129	165880475	165891809	165891915	2348	1,0,0,0,0,0	3,3,0,1,0,0	0,0,0,0,0,1	0,0,0,1,0,0	168	96	1	1.0	0.16,0.0,NA,0.0,NA,NA	NA,NA,NA,0.0,NA,1.0	-0.447
2352	"ENSMUSG00000026565"	"Pou2f1"	chr1	-	165945901	165946002	165931661	165931727	165952780	165952856	2352	0,0,0,0,0,0	0,1,0,0,0,0	1,0,0,0,0,0	0,0,0,0,0,0	197	96	1	1.0	NA,0.0,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA	-1.0
2354	"ENSMUSG00000026565"	"Pou2f1"	chr1	-	165952780	165952856	165931661	165931727	166002561	166002609	2354	0,1,0,0,0,0	0,1,0,0,1,1	0,0,0,0,0,0	0,0,1,0,0,0	172	96	1	1.0	NA,0.358,NA,NA,0.0,0.0	NA,NA,0.0,NA,NA,NA	0.119
2356	"ENSMUSG00000030201"	"Lrp6"	chr6	-	134459231	134459468	134457657	134457768	134462535	134462661	2356	13,29,18,13,24,15	0,0,0,0,0,0	28,40,24,38,19,28	0,1,0,0,0,0	333	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.92,1.0,1.0,1.0,1.0	0.013
2357	"ENSMUSG00000030201"	"Lrp6"	chr6	-	134541651	134542045	134520395	134520593	134566642	134566913	2357	23,22,13,22,18,32	0,3,0,0,0,0	31,42,27,51,26,36	0,0,1,0,0,0	490	96	1	1.0	1.0,0.59,1.0,1.0,1.0,1.0	1.0,1.0,0.841,1.0,1.0,1.0	-0.042
2358	"ENSMUSG00000037266"	"Rsrp1"	chr4	+	134925776	134925821	134925292	134925432	134926025	134926818	2358	0,0,0,1,0,0	4,0,0,0,0,0	0,0,0,0,0,0	1,1,1,0,0,2	141	96	1	1.0	0.0,NA,NA,1.0,NA,NA	0.0,0.0,0.0,NA,NA,0.0	0.5
2359	"ENSMUSG00000037266"	"Rsrp1"	chr4	+	134925776	134925821	134925292	134925432	134926734	134926818	2359	1,0,0,1,0,0	18,30,0,2,9,6	0,0,1,0,0,0	14,16,27,29,25,44	141	96	1	1.0	0.036,0.0,NA,0.254,0.0,0.0	0.0,0.0,0.025,0.0,0.0,0.0	0.054
2362	"ENSMUSG00000090935"	"Synj2bp"	chr12	-	81510828	81510965	81504250	81504639	81532715	81532880	2362	17,18,8,14,6,13	1,4,0,1,2,0	11,6,11,5,10,8	1,3,3,5,1,0	233	96	0.0309619457865	1.0	0.875,0.65,1.0,0.852,0.553,1.0	0.819,0.452,0.602,0.292,0.805,1.0	0.16
2363	"ENSMUSG00000032796"	"Lama1"	chr17	+	67798526	67798709	67796696	67796813	67798982	67799137	2363	0,6,1,5,5,2	0,0,0,0,0,1	4,5,8,13,5,8	0,0,0,0,0,0	279	96	1	1.0	NA,1.0,1.0,1.0,1.0,0.408	1.0,1.0,1.0,1.0,1.0,1.0	-0.118
2372	"ENSMUSG00000017801"	"Mlx"	chr11	+	101088235	101088325	101087753	101087790	101088597	101088704	2372	21,25,3,10,5,17	0,2,0,0,0,0	15,35,35,41,20,30	0,0,0,0,2,1	186	96	1	1.0	1.0,0.866,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.838,0.939	0.015
2373	"ENSMUSG00000034462"	"Pkd2"	chr5	+	104490643	104490764	104489232	104489414	104494892	104494991	2373	58,73,19,42,47,59	0,0,0,1,0,0	46,49,42,51,47,62	0,0,0,0,0,0	217	96	1	1.0	1.0,1.0,1.0,0.949,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.009
2377	"ENSMUSG00000051427"	"Ccdc157"	chr11	-	4151388	4151524	4149930	4150102	4151671	4151930	2377	0,0,0,0,0,0	1,0,1,0,0,0	1,1,0,0,0,0	0,0,1,0,0,3	232	96	1	1.0	0.0,NA,0.0,NA,NA,NA	1.0,1.0,0.0,NA,NA,0.0	-0.5
2378	"ENSMUSG00000051427"	"Ccdc157"	chr11	-	4151391	4151524	4150007	4150102	4151671	4151930	2378	0,0,0,0,0,0	1,0,1,0,0,0	1,1,0,0,0,0	0,0,1,0,0,3	229	96	1	1.0	0.0,NA,0.0,NA,NA,NA	1.0,1.0,0.0,NA,NA,0.0	-0.5
2379	"ENSMUSG00000051427"	"Ccdc157"	chr11	-	4158159	4158289	4149930	4150102	4160158	4160218	2379	0,0,0,1,0,0	1,0,0,0,0,0	0,0,1,0,0,0	0,0,0,0,0,1	226	96	1	1.0	0.0,NA,NA,1.0,NA,NA	NA,NA,1.0,NA,NA,0.0	0.0
2380	"ENSMUSG00000051427"	"Ccdc157"	chr11	-	4158159	4158289	4152908	4153056	4160158	4160218	2380	0,0,0,2,0,0	0,0,0,0,0,0	0,0,1,0,0,0	0,0,0,1,0,0	226	96	1	1.0	NA,NA,NA,1.0,NA,NA	NA,NA,1.0,0.0,NA,NA	0.5
2382	"ENSMUSG00000057110"	"Cntrl"	chr2	+	35145056	35145236	35144213	35144421	35147231	35147411	2382	1,3,1,1,0,2	1,0,0,0,0,0	5,0,3,1,1,2	0,0,0,0,0,0	276	96	1	1.0	0.258,1.0,1.0,1.0,NA,1.0	1.0,NA,1.0,1.0,1.0,1.0	-0.148
2384	"ENSMUSG00000034614"	"Pik3ip1"	chr11	+	3335718	3335831	3333504	3333583	3341522	3341674	2384	0,0,0,1,0,0	4,10,0,9,2,5	0,0,0,0,0,0	1,1,2,0,1,0	209	96	1	1.0	0.0,0.0,NA,0.049,0.0,0.0	0.0,0.0,0.0,NA,0.0,NA	0.01
2385	"ENSMUSG00000039959"	"Hip1"	chr5	-	135411187	135411269	135406534	135410872	135412610	135412719	2385	2,2,1,1,1,0	0,1,0,0,0,0	0,0,2,1,0,1	0,0,0,0,0,0	178	96	1	1.0	1.0,0.519,1.0,1.0,1.0,NA	NA,NA,1.0,1.0,NA,1.0	-0.096
2389	"ENSMUSG00000041343"	"Ankrd42"	chr7	-	92619547	92619683	92614351	92614552	92623967	92624087	2389	1,1,0,0,0,2	0,0,0,0,0,1	0,1,1,2,0,0	0,0,0,0,0,0	232	96	1	1.0	1.0,1.0,NA,NA,NA,0.453	NA,1.0,1.0,1.0,NA,NA	-0.182
2390	"ENSMUSG00000041343"	"Ankrd42"	chr7	-	92619547	92619725	92614351	92614552	92623967	92624087	2390	1,1,0,0,0,0	0,0,0,0,0,1	0,1,1,2,0,0	0,0,0,0,0,0	274	96	1	1.0	1.0,1.0,NA,NA,NA,0.0	NA,1.0,1.0,1.0,NA,NA	-0.333
2391	"ENSMUSG00000087174"	"5530601H04Rik"	chrX	-	105042603	105042817	105038816	105039812	105043129	105043304	2391	0,0,0,1,0,0	0,0,1,0,0,0	0,0,1,1,0,0	0,0,0,0,0,0	310	96	1	1.0	NA,NA,0.0,1.0,NA,NA	NA,NA,1.0,1.0,NA,NA	-0.5
2392	"ENSMUSG00000087174"	"5530601H04Rik"	chrX	-	105043124	105043304	105038807	105039812	105044001	105044111	2392	1,1,1,0,0,1	2,2,2,0,1,0	0,0,1,0,0,1	0,2,1,1,1,0	276	96	1	1.0	0.148,0.148,0.148,NA,0.0,1.0	NA,0.0,0.258,0.0,0.0,1.0	0.037
2393	"ENSMUSG00000087174"	"5530601H04Rik"	chrX	-	105043129	105043304	105038816	105039812	105044001	105044111	2393	1,1,2,0,0,1	2,2,2,0,1,0	0,0,1,0,0,1	0,2,1,1,1,0	271	96	1	1.0	0.15,0.15,0.262,NA,0.0,1.0	NA,0.0,0.262,0.0,0.0,1.0	0.06
2398	"ENSMUSG00000046962"	"Zbtb21"	chr16	-	97956757	97956894	97952529	97953093	97962413	97962601	2398	2,3,1,1,0,1	0,0,0,0,1,0	0,4,0,0,4,1	0,0,1,0,0,0	233	96	1	1.0	1.0,1.0,1.0,1.0,0.0,1.0	NA,1.0,0.0,NA,1.0,1.0	0.083
2399	"ENSMUSG00000046962"	"Zbtb21"	chr16	-	97956757	97956900	97947434	97953093	97962413	97962609	2399	2,4,1,4,0,1	0,0,0,0,1,0	0,4,0,0,4,1	0,0,1,0,0,0	239	96	1	1.0	1.0,1.0,1.0,1.0,0.0,1.0	NA,1.0,0.0,NA,1.0,1.0	0.083
2400	"ENSMUSG00000046962"	"Zbtb21"	chr16	-	97956757	97956900	97947434	97953093	97962512	97962622	2400	2,3,1,2,0,1	0,0,0,0,0,0	0,4,0,0,4,1	0,1,0,0,0,0	239	96	1	1.0	1.0,1.0,1.0,1.0,NA,1.0	NA,0.616,NA,NA,1.0,1.0	0.128
2403	"ENSMUSG00000035126"	"Wdr78"	chr4	-	103064463	103064550	103062295	103062447	103066259	103066486	2403	0,1,1,0,0,0	0,0,0,0,0,1	0,0,0,1,0,1	0,0,0,0,0,0	183	96	1	1.0	NA,1.0,1.0,NA,NA,0.0	NA,NA,NA,1.0,NA,1.0	-0.333
2404	"ENSMUSG00000026457"	"Adipor1"	chr1	+	134431056	134431250	134428081	134428269	134431529	134433348	2404	57,109,56,71,46,78	0,0,0,1,0,0	70,82,106,112,71,106	0,0,0,0,0,0	290	96	1	1.0	1.0,1.0,1.0,0.959,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.007
2409	"ENSMUSG00000003762"	"Coq8b"	chr7	+	27251429	27251642	27250535	27250643	27252260	27252326	2409	0,0,0,0,1,0	2,4,4,4,2,6	1,0,0,0,0,0	3,3,3,6,4,7	309	96	1	1.0	0.0,0.0,0.0,0.0,0.134,0.0	0.094,0.0,0.0,0.0,0.0,0.0	0.007
2413	"ENSMUSG00000039648"	"Kyat1"	chr2	-	30187186	30187307	30186832	30186909	30187688	30187817	2413	10,15,8,9,2,15	1,0,0,0,0,0	41,46,35,45,36,54	0,6,1,3,0,0	217	96	0.0289921067058	1.0	0.816,1.0,1.0,1.0,1.0,1.0	1.0,0.772,0.939,0.869,1.0,1.0	0.039
2416	"ENSMUSG00000039648"	"Kyat1"	chr2	-	30191924	30192072	30188214	30188364	30205632	30205775	2416	9,7,1,6,9,12	0,0,0,2,0,0	26,41,23,41,23,44	0,0,0,0,0,0	244	96	1	1.0	1.0,1.0,1.0,0.541,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.076
2417	"ENSMUSG00000039648"	"Kyat1"	chr2	-	30192187	30192285	30191924	30192072	30194053	30194112	2417	2,0,2,2,0,2	3,7,8,9,5,9	5,6,4,6,1,10	6,19,16,23,16,17	194	96	0.00635681438627	0.404484466844	0.248,0.0,0.11,0.099,0.0,0.099	0.292,0.135,0.11,0.114,0.03,0.225	-0.058
2418	"ENSMUSG00000039648"	"Kyat1"	chr2	-	30194053	30194112	30191924	30192072	30205632	30205789	2418	12,7,9,14,6,13	0,0,0,0,0,0	14,32,21,40,29,32	0,0,0,2,0,0	155	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.925,1.0,1.0	0.013
2419	"ENSMUSG00000039648"	"Kyat1"	chr2	-	30194053	30194160	30191924	30192072	30205632	30205775	2419	3,6,5,9,5,9	0,0,0,0,0,0	5,18,10,15,13,12	0,0,0,2,0,0	203	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.78,1.0,1.0	0.037
2420	"ENSMUSG00000039648"	"Kyat1"	chr2	-	30197956	30198159	30194053	30194112	30205632	30205801	2420	2,8,7,8,4,6	9,1,4,6,1,4	9,14,9,5,9,11	9,14,12,26,16,20	299	96	0.0518572332533	1.0	0.067,0.72,0.36,0.3,0.562,0.325	0.243,0.243,0.194,0.058,0.153,0.15	0.216
2424	"ENSMUSG00000032413"	"Rasa2"	chr9	-	96566015	96566122	96560697	96560781	96568363	96568487	2424	3,8,3,3,1,2	0,0,0,1,0,0	9,17,6,16,6,12	0,0,0,0,0,0	203	96	1	1.0	1.0,1.0,1.0,0.587,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.069
2425	"ENSMUSG00000038302"	"Afg1l"	chr10	-	42394825	42395017	42360164	42360247	42400340	42400399	2425	0,1,0,0,0,0	1,4,2,0,0,0	0,0,0,0,0,0	2,0,1,2,2,3	288	96	1	1.0	0.0,0.077,0.0,NA,NA,NA	0.0,NA,0.0,0.0,0.0,0.0	0.026
2432	"ENSMUSG00000040978"	"Gm11992"	chr11	+	9056421	9056578	9054209	9054318	9059910	9060008	2432	13,20,9,14,9,16	0,0,0,0,0,0	16,32,25,39,34,50	1,0,0,0,0,0	253	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.859,1.0,1.0,1.0,1.0,1.0	0.023
2433	"ENSMUSG00000023021"	"Cers5"	chr15	-	99737546	99737653	99734880	99736436	99738664	99738730	2433	0,0,0,0,0,0	5,13,8,9,6,9	1,1,0,0,1,1	7,18,7,31,7,21	203	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.063,0.026,0.0,0.0,0.063,0.022	-0.029
2435	"ENSMUSG00000042105"	"Inpp5f"	chr7	+	128663637	128663766	128659007	128659152	128663976	128664144	2435	9,20,6,8,9,14	0,1,0,0,0,0	9,17,21,17,7,20	0,0,0,0,0,0	225	96	1	1.0	1.0,0.895,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.018
2436	"ENSMUSG00000035236"	"Scai"	chr2	-	39080373	39080547	39080043	39080177	39082709	39082852	2436	0,2,0,1,1,1	0,1,0,0,0,0	1,1,7,3,3,1	0,0,0,0,0,0	270	96	1	1.0	NA,0.416,NA,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.146
2437	"ENSMUSG00000035236"	"Scai"	chr2	-	39082709	39082852	39080373	39080547	39083537	39083610	2437	0,2,1,1,0,1	1,0,0,1,0,0	0,0,1,0,1,0	0,0,1,0,0,0	239	96	1	1.0	0.0,1.0,1.0,0.287,NA,1.0	NA,NA,0.287,NA,1.0,NA	0.014
2439	"ENSMUSG00000035236"	"Scai"	chr2	-	39150313	39150414	39132954	39133086	39189988	39190033	2439	0,0,0,0,1,0	0,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0	197	96	1	1.0	NA,NA,NA,NA,1.0,NA	0.0,NA,NA,NA,NA,NA	1.0
2441	"ENSMUSG00000054766"	"Set"	chr2	+	30068268	30068326	30066455	30066893	30068959	30069102	2441	31,34,12,22,11,11	0,0,0,0,0,0	20,28,19,23,21,28	0,0,0,0,0,1	154	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.946	0.009
2444	"ENSMUSG00000024132"	"Eci1"	chr17	+	24436177	24436324	24433132	24433260	24437219	24437341	2444	104,132,83,135,100,121	0,0,0,0,0,0	74,107,106,136,93,130	0,0,0,0,0,1	243	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.981	0.003
2447	"ENSMUSG00000033998"	"Kcnk1"	chr8	+	126025011	126025407	125995169	125995814	126029491	126029692	2447	57,89,43,75,65,71	0,0,0,0,0,2	28,34,38,42,28,51	0,0,0,0,0,0	492	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.874	1.0,1.0,1.0,1.0,1.0,1.0	-0.021
2473	"ENSMUSG00000032135"	"Mcam"	chr9	+	44135100	44135275	44134468	44134756	44136517	44136648	2473	0,1,0,0,0,0	0,0,0,1,0,2	0,0,0,0,0,0	0,1,1,3,0,0	271	96	1	1.0	NA,1.0,NA,0.0,NA,0.0	NA,0.0,0.0,0.0,NA,NA	0.333
2474	"ENSMUSG00000032135"	"Mcam"	chr9	+	44141274	44141392	44140844	44140992	44141783	44142727	2474	2,2,0,2,2,2	0,0,1,0,1,0	0,3,2,2,1,1	0,1,0,0,1,0	214	96	1	1.0	1.0,1.0,0.0,1.0,0.473,1.0	NA,0.574,1.0,1.0,0.31,1.0	-0.031
