ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
571	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69677966	69678129	69677966	69678117	69681568	69681798	571	0,4,0,0,1,2	2,2,4,1,2,1	1,0,0,3,0,4	0,1,0,2,0,0	108	96	1	1.0	0.0,0.64,0.0,0.0,0.308,0.64	1.0,0.0,NA,0.571,NA,1.0	-0.378
572	"ENSMUSG00000020265"	"Sumo3"	chr10	+	77606224	77606350	77606224	77606341	77609811	77609940	572	0,0,0,2,0,0	14,24,7,8,15,8	0,0,0,0,0,0	8,14,9,12,12,18	105	96	1	1.0	0.0,0.0,0.0,0.186,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.031
573	"ENSMUSG00000031441"	"Atp11a"	chr8	+	12826324	12826612	12826324	12826406	12827447	12827598	573	0,1,0,0,0,0	34,54,24,34,21,36	1,4,3,0,0,2	118,223,155,275,139,212	302	96	1	1.0	0.0,0.006,0.0,0.0,0.0,0.0	0.003,0.006,0.006,0.0,0.0,0.003	-0.002
575	"ENSMUSG00000033773"	"Rpap2"	chr5	+	107601730	107601859	107601730	107601845	107603525	107603624	575	0,0,0,0,0,0	1,1,1,0,1,0	1,1,0,0,0,0	0,2,0,0,0,2	110	96	1	1.0	0.0,0.0,0.0,NA,0.0,NA	1.0,0.304,NA,NA,NA,0.0	-0.435
577	"ENSMUSG00000026280"	"Atg4b"	chr1	+	93785909	93786024	93785909	93785966	93786510	93786604	577	0,0,0,1,0,0	0,4,9,6,5,13	0,0,0,1,0,0	7,8,6,4,3,6	154	96	1	1.0	NA,0.0,0.0,0.094,0.0,0.0	0.0,0.0,0.0,0.135,0.0,0.0	-0.004
578	"ENSMUSG00000026200"	"Glb1l"	chr1	-	75208686	75209222	75209055	75209222	75208318	75208379	578	30,48,18,31,32,33	0,1,0,0,0,0	21,34,32,57,36,49	0,0,0,0,0,0	465	96	1	1.0	1.0,0.908,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.015
582	"ENSMUSG00000036893"	"Ehmt1"	chr2	-	24824928	24825067	24824944	24825067	24815730	24815832	582	0,0,0,0,1,0	2,4,1,2,2,2	0,0,0,0,0,0	1,0,3,0,1,3	112	96	1	1.0	0.0,0.0,0.0,0.0,0.3,0.0	0.0,NA,0.0,NA,0.0,0.0	0.05
583	"ENSMUSG00000036893"	"Ehmt1"	chr2	-	24886996	24887069	24887002	24887069	24884145	24884702	583	0,0,0,1,0,0	0,4,0,0,1,1	0,0,0,0,1,0	0,0,1,5,1,2	102	96	1	1.0	NA,0.0,NA,1.0,0.0,0.0	NA,NA,0.0,0.0,0.485,0.0	0.129
585	"ENSMUSG00000005625"	"Psmd4"	chr3	-	95033908	95034026	95033917	95034026	95033632	95033764	585	5,7,5,7,10,11	6,14,4,10,6,3	9,9,15,16,10,11	3,13,5,15,14,19	105	96	0.994026693181	1.0	0.432,0.314,0.533,0.39,0.604,0.77	0.733,0.388,0.733,0.494,0.395,0.346	-0.008
593	"ENSMUSG00000024273"	"2700062C07Rik"	chr18	+	24471061	24471146	24471061	24471084	24472949	24473149	593	1,0,0,0,1,0	0,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,3	158	96	1	1.0	1.0,NA,NA,NA,1.0,NA	0.0,NA,NA,NA,NA,0.0	1.0
595	"ENSMUSG00000049321"	"Zfp2"	chr11	-	50910705	50910876	50910749	50910876	50910435	50910525	595	3,0,0,1,3,1	1,1,0,0,1,0	0,1,0,1,1,2	0,0,0,1,0,0	140	96	1	1.0	0.673,0.0,NA,1.0,0.673,1.0	NA,1.0,NA,0.407,1.0,1.0	-0.183
596	"ENSMUSG00000049321"	"Zfp2"	chr11	-	50910705	50910876	50910749	50910876	50910435	50910528	596	3,0,0,1,0,1	0,1,0,0,0,0	0,1,0,0,0,1	0,0,0,0,0,0	140	96	1	1.0	1.0,0.0,NA,1.0,NA,1.0	NA,1.0,NA,NA,NA,1.0	-0.25
597	"ENSMUSG00000018669"	"Cdk5rap3"	chr11	-	96916050	96916196	96916150	96916196	96913664	96913796	597	0,1,0,1,0,0	11,8,0,0,3,3	0,0,1,0,0,1	0,7,0,1,0,6	196	96	1	1.0	0.0,0.058,NA,1.0,0.0,0.0	NA,0.0,1.0,0.0,NA,0.075	-0.057
598	"ENSMUSG00000058392"	"Rrp1b"	chr17	+	32045928	32046229	32045928	32046011	32047673	32047731	598	0,1,0,0,0,0	0,0,0,2,2,1	0,0,1,1,0,1	0,0,0,0,0,0	314	96	1	1.0	NA,1.0,NA,0.0,0.0,0.0	NA,NA,1.0,1.0,NA,1.0	-0.75
600	"ENSMUSG00000058392"	"Rrp1b"	chr17	+	32055104	32055315	32055104	32055124	32055910	32055997	600	0,2,0,0,0,0	0,0,0,0,0,2	1,0,0,1,0,0	0,0,0,0,0,0	287	96	1	1.0	NA,1.0,NA,NA,NA,0.0	1.0,NA,NA,1.0,NA,NA	-0.5
602	"ENSMUSG00000026927"	"Entr1"	chr2	-	26385497	26386063	26385989	26386063	26385082	26385145	602	20,34,18,19,18,29	1,0,0,0,0,0	33,33,24,59,34,39	0,0,0,0,0,0	588	96	1	1.0	0.766,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.039
603	"ENSMUSG00000040875"	"Osbpl10"	chr9	+	115067245	115067329	115067245	115067325	115109399	115109591	603	0,0,0,0,0,0	1,2,1,0,0,3	0,1,0,0,0,0	0,0,2,6,0,5	100	96	1	1.0	0.0,0.0,0.0,NA,NA,0.0	NA,1.0,0.0,0.0,NA,0.0	-0.25
605	"ENSMUSG00000048285"	"Frmd6"	chr12	+	70877159	70877263	70877159	70877239	70878416	70878493	605	1,0,0,1,0,0	0,1,0,0,0,1	0,0,0,0,0,0	0,0,0,1,0,0	120	96	1	1.0	1.0,0.0,NA,1.0,NA,0.0	NA,NA,NA,0.0,NA,NA	0.5
610	"ENSMUSG00000061028"	"Clasrp"	chr7	-	19584779	19584823	19584783	19584823	19584469	19584530	610	0,3,0,0,0,2	1,1,0,0,0,0	0,0,0,0,0,2	0,1,1,2,0,1	100	96	1	1.0	0.0,0.742,NA,NA,NA,1.0	NA,0.0,0.0,0.0,NA,0.658	0.416
611	"ENSMUSG00000061028"	"Clasrp"	chr7	-	19591089	19591238	19591105	19591238	19590238	19590335	611	2,2,2,3,2,4	1,0,0,0,0,1	1,1,3,2,1,0	0,0,0,0,2,0	112	96	1	1.0	0.632,1.0,1.0,1.0,1.0,0.774	1.0,1.0,1.0,1.0,0.3,NA	0.041
612	"ENSMUSG00000061028"	"Clasrp"	chr7	-	19594404	19594552	19594472	19594552	19591992	19592077	612	0,1,0,0,0,0	1,7,1,1,1,0	0,0,0,0,1,0	0,1,0,3,1,1	164	96	1	1.0	0.0,0.077,0.0,0.0,0.0,NA	NA,0.0,NA,0.0,0.369,0.0	-0.077
613	"ENSMUSG00000025451"	"Paip1"	chr13	+	119429132	119429412	119429132	119429160	119430159	119430329	613	1,7,0,2,4,6	3,5,1,1,1,3	0,6,16,15,8,11	5,7,0,5,3,3	348	96	0.21579975388	1.0	0.084,0.279,0.0,0.356,0.525,0.356	0.0,0.191,1.0,0.453,0.424,0.503	-0.162
614	"ENSMUSG00000025451"	"Paip1"	chr13	+	119447714	119447840	119447714	119447759	119449903	119450010	614	31,38,22,23,19,31	0,0,0,1,0,0	32,48,51,53,34,42	3,0,0,0,0,0	177	96	1	1.0	1.0,1.0,1.0,0.926,1.0,1.0	0.853,1.0,1.0,1.0,1.0,1.0	0.012
624	"ENSMUSG00000037816"	"Fbxw17"	chr13	+	50419839	50419991	50419839	50419877	50423201	50423362	624	0,0,1,0,0,1	0,0,0,0,0,1	1,0,0,1,0,2	0,0,0,0,0,0	210	96	1	1.0	NA,NA,1.0,NA,NA,0.314	1.0,NA,NA,1.0,NA,1.0	-0.343
625	"ENSMUSG00000037816"	"Fbxw17"	chr13	+	50419839	50420028	50419839	50419877	50423201	50423362	625	1,0,1,0,2,1	0,0,0,0,0,1	1,0,0,1,0,2	0,0,0,0,0,0	247	96	1	1.0	1.0,NA,1.0,NA,1.0,0.28	1.0,NA,NA,1.0,NA,1.0	-0.18
628	"ENSMUSG00000032067"	"Pts"	chr9	-	50525152	50525284	50525261	50525284	50524722	50524779	628	2,2,2,0,3,2	10,8,0,10,9,17	2,3,0,0,2,5	9,17,9,12,11,12	205	96	0.683584359619	1.0	0.086,0.105,1.0,0.0,0.135,0.052	0.094,0.076,0.0,0.0,0.078,0.163	0.161
629	"ENSMUSG00000032067"	"Pts"	chr9	-	50528023	50528232	50528145	50528232	50526869	50526949	629	0,0,0,2,1,1	1,2,6,0,1,0	1,2,2,3,1,0	0,0,1,2,0,4	218	96	0.0786105101634	1.0	0.0,0.0,0.0,1.0,0.306,1.0	1.0,1.0,0.468,0.398,1.0,0.0	-0.26
630	"ENSMUSG00000073131"	"Vma21"	chrX	+	71816789	71817067	71816789	71816940	71820067	71820177	630	0,0,1,0,0,0	8,5,0,1,3,8	1,0,0,0,0,0	7,10,6,12,10,8	223	96	1	1.0	0.0,0.0,1.0,0.0,0.0,0.0	0.058,0.0,0.0,0.0,0.0,0.0	0.157
631	"ENSMUSG00000020288"	"Ahsa2"	chr11	-	23492137	23492306	23492217	23492306	23491474	23491582	631	0,0,0,1,0,0	2,4,1,3,0,7	1,0,0,1,1,1	8,12,3,6,5,7	176	96	1	1.0	0.0,0.0,0.0,0.154,NA,0.0	0.064,0.0,0.0,0.083,0.098,0.072	-0.022
632	"ENSMUSG00000020288"	"Ahsa2"	chr11	-	23496690	23496881	23496765	23496881	23494978	23495064	632	6,7,1,4,6,4	0,0,0,0,0,0	13,16,5,17,13,9	0,0,1,0,0,0	171	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.737,1.0,1.0,1.0	0.044
635	"ENSMUSG00000021779"	"Thrb"	chr14	+	17826893	17826975	17826893	17826968	17925595	17925659	635	0,0,0,0,0,3	0,3,0,0,1,0	0,0,0,2,0,3	0,2,0,0,0,3	103	96	1	1.0	NA,0.0,NA,NA,0.0,1.0	NA,0.0,NA,1.0,NA,0.482	-0.161
638	"ENSMUSG00000001151"	"Pcnt"	chr10	-	76380162	76380439	76380216	76380439	76379904	76380055	638	0,0,0,0,0,0	2,4,2,2,1,1	1,0,1,0,0,0	0,3,0,3,2,1	150	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	1.0,0.0,1.0,0.0,0.0,0.0	-0.333
640	"ENSMUSG00000037376"	"Trmt6"	chr2	-	132810086	132810289	132810205	132810289	132809828	132809953	640	0,0,0,0,0,0	2,2,1,3,0,0	2,0,0,0,1,0	2,1,2,2,2,1	215	96	1	1.0	0.0,0.0,0.0,0.0,NA,NA	0.309,0.0,0.0,0.0,0.183,0.0	-0.082
643	"ENSMUSG00000098950"	"Gm28036"	chr2	-	156096417	156098372	156098229	156098372	156079338	156079464	643	29,38,15,23,15,23	0,0,0,3,0,1	25,43,35,40,25,36	0,0,0,0,0,0	1908	96	0.474416685537	1.0	1.0,1.0,1.0,0.278,1.0,0.536	1.0,1.0,1.0,1.0,1.0,1.0	-0.198
644	"ENSMUSG00000098950"	"Gm28036"	chr2	-	156098184	156098372	156098229	156098372	156079338	156079464	644	0,0,0,0,0,0	0,0,0,3,0,1	0,1,1,0,0,0	0,0,0,0,0,0	141	96	1	1.0	NA,NA,NA,0.0,NA,0.0	NA,1.0,1.0,NA,NA,NA	-1.0
645	"ENSMUSG00000022704"	"Qtrt2"	chr16	-	43870778	43871820	43871620	43871820	43868945	43869097	645	1,5,1,4,4,1	0,0,0,0,0,0	2,3,2,4,5,5	0,0,0,2,0,0	938	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.17,1.0,1.0	0.138
646	"ENSMUSG00000022704"	"Qtrt2"	chr16	-	43880828	43881213	43880967	43881213	43880298	43880354	646	0,0,0,0,1,0	1,2,0,0,1,0	0,0,0,0,0,0	0,1,0,0,0,2	235	96	1	1.0	0.0,0.0,NA,NA,0.29,NA	NA,0.0,NA,NA,NA,0.0	0.097
647	"ENSMUSG00000022704"	"Qtrt2"	chr16	-	43880828	43881213	43880992	43881213	43880298	43880354	647	0,0,0,0,1,0	0,0,1,0,0,0	0,0,0,0,0,0	0,0,0,0,1,0	260	96	1	1.0	NA,NA,0.0,NA,1.0,NA	NA,NA,NA,NA,0.0,NA	0.5
648	"ENSMUSG00000022704"	"Qtrt2"	chr16	-	43880967	43881213	43880992	43881213	43880298	43880354	648	1,2,0,0,1,0	0,0,1,0,0,0	0,1,0,0,0,2	0,0,0,0,1,0	121	96	1	1.0	1.0,1.0,0.0,NA,1.0,NA	NA,1.0,NA,NA,0.0,1.0	0.083
652	"ENSMUSG00000022710"	"Usp7"	chr16	-	8711993	8712192	8712132	8712192	8710038	8710177	652	22,21,10,18,12,17	0,0,0,0,0,0	13,20,21,41,19,34	0,0,0,0,0,1	235	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.933	0.011
654	"ENSMUSG00000018774"	"Cd68"	chr11	-	69665475	69665936	69665502	69665936	69665246	69665366	654	1,0,0,0,0,0	4,1,0,1,0,0	0,0,0,0,0,0	1,4,1,2,1,3	123	96	1	1.0	0.163,0.0,NA,0.0,NA,NA	0.0,0.0,0.0,0.0,0.0,0.0	0.054
655	"ENSMUSG00000026309"	"Ilkap"	chr1	-	91388344	91388446	91388354	91388446	91387214	91387341	655	8,5,5,6,5,10	3,3,1,0,1,0	5,7,7,8,16,8	0,1,0,2,2,0	106	96	0.616346461048	1.0	0.707,0.602,0.819,1.0,0.819,1.0	1.0,0.864,1.0,0.784,0.879,1.0	-0.097
657	"ENSMUSG00000028080"	"Lrba"	chr3	+	86532084	86532245	86532084	86532209	86539902	86540049	657	0,0,0,0,0,0	5,14,2,6,4,16	0,1,0,0,0,0	9,8,4,9,13,12	132	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.083,0.0,0.0,0.0,0.0	-0.014
660	"ENSMUSG00000014763"	"Fam120b"	chr17	+	15401744	15404397	15401744	15403129	15405754	15405935	660	16,26,11,26,12,23	5,3,0,0,3,2	8,13,9,24,15,22	2,4,1,1,3,0	1364	96	0.64998523012	1.0	0.184,0.379,1.0,1.0,0.22,0.447	0.22,0.186,0.388,0.628,0.26,1.0	0.091
662	"ENSMUSG00000011257"	"Pabpc4"	chr4	+	123288958	123289213	123288958	123289074	123290198	123290338	662	4,4,2,5,3,0	10,9,7,11,0,4	2,3,1,3,2,8	4,6,12,5,1,4	235	96	0.566634695842	1.0	0.14,0.154,0.105,0.157,1.0,0.0	0.17,0.17,0.033,0.197,0.45,0.45	0.014
663	"ENSMUSG00000011257"	"Pabpc4"	chr4	+	123295201	123295321	123295201	123295273	123295749	123295836	663	11,5,5,4,3,7	1,0,1,1,0,1	3,2,5,3,2,11	0,0,1,1,0,2	144	96	1	1.0	0.88,1.0,0.769,0.727,1.0,0.824	1.0,1.0,0.769,0.667,1.0,0.786	-0.004
664	"ENSMUSG00000011257"	"Pabpc4"	chr4	+	123295201	123295321	123295201	123295273	123295929	123296057	664	6,3,2,3,2,9	0,0,1,0,0,0	4,0,4,3,4,8	0,0,0,0,0,0	144	96	1	1.0	1.0,1.0,0.571,1.0,1.0,1.0	1.0,NA,1.0,1.0,1.0,1.0	-0.072
667	"ENSMUSG00000031156"	"Slc35a2"	chrX	+	7892139	7893415	7892139	7892867	7894190	7894464	667	13,28,7,12,9,9	0,0,0,0,1,0	15,22,15,24,12,25	0,0,1,0,0,0	644	96	1	1.0	1.0,1.0,1.0,1.0,0.573,1.0	1.0,1.0,0.691,1.0,1.0,1.0	-0.02
673	"ENSMUSG00000029267"	"Mtf2"	chr5	+	108069161	108069523	108069161	108069363	108080824	108081023	673	0,1,1,0,0,0	0,0,0,0,0,2	1,0,0,0,0,3	0,0,0,0,0,3	256	96	1	1.0	NA,1.0,1.0,NA,NA,0.0	1.0,NA,NA,NA,NA,0.273	0.03
682	"ENSMUSG00000030435"	"U2af2"	chr7	+	5075140	5075239	5075140	5075227	5075467	5075716	682	10,11,5,5,3,6	11,19,4,6,7,9	1,5,0,5,5,1	7,11,10,12,0,13	108	96	0.0648592409282	1.0	0.447,0.34,0.526,0.426,0.276,0.372	0.113,0.288,0.0,0.27,1.0,0.064	0.109
683	"ENSMUSG00000020905"	"Usp43"	chr11	-	67879795	67880144	67879810	67880144	67876372	67876531	683	0,0,0,0,0,0	0,0,0,0,1,0	0,3,0,0,1,1	0,0,0,0,0,0	111	96	1	1.0	NA,NA,NA,NA,0.0,NA	NA,1.0,NA,NA,1.0,1.0	-1.0
684	"ENSMUSG00000086010"	"Gm15318"	chr17	+	31159010	31159087	31159010	31159078	31161420	31161488	684	0,1,3,0,0,0	1,0,0,2,0,0	0,5,1,0,0,0	0,1,0,0,0,0	105	96	1	1.0	0.0,1.0,1.0,0.0,NA,NA	NA,0.821,1.0,NA,NA,NA	-0.41
685	"ENSMUSG00000032086"	"Bace1"	chr9	+	45854626	45854843	45854626	45854655	45856087	45856225	685	4,17,1,5,5,8	0,0,0,0,0,0	4,9,6,10,5,5	0,0,0,0,0,1	284	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.628	0.062
688	"ENSMUSG00000019823"	"Mical1"	chr10	+	41478009	41478635	41478009	41478314	41478962	41479071	688	0,0,0,2,1,1	0,0,0,0,0,0	0,1,1,0,1,0	0,0,0,1,0,0	417	96	1	1.0	NA,NA,NA,1.0,1.0,1.0	NA,1.0,1.0,0.0,1.0,NA	0.25
690	"ENSMUSG00000071337"	"Tia1"	chr6	+	86424961	86425203	86424961	86425070	86425449	86425545	690	2,2,5,2,0,3	0,4,0,0,0,0	1,3,0,1,1,0	0,4,2,2,2,2	229	96	1	1.0	1.0,0.173,1.0,1.0,NA,1.0	1.0,0.239,0.0,0.173,0.173,0.0	0.57
691	"ENSMUSG00000052698"	"Tln2"	chr9	-	67227062	67227290	67227107	67227290	67223975	67224101	691	0,0,1,0,0,0	12,20,10,8,15,20	0,0,0,0,0,1	8,8,7,16,5,11	141	96	1	1.0	0.0,0.0,0.064,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.058	0.001
693	"ENSMUSG00000024193"	"Phf1"	chr17	+	26936286	26936680	26936286	26936391	26936770	26936865	693	24,25,5,11,14,19	0,0,0,0,0,0	10,17,12,20,18,21	0,0,0,0,0,1	385	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.84	0.027
694	"ENSMUSG00000024097"	"Srsf7"	chr17	-	80204121	80204232	80204130	80204232	80202690	80202744	694	4,7,2,0,2,6	4,5,6,6,5,5	11,6,4,11,5,8	4,8,4,6,4,15	105	96	0.116115602791	1.0	0.478,0.561,0.234,0.0,0.268,0.523	0.715,0.407,0.478,0.626,0.533,0.328	-0.17
695	"ENSMUSG00000024097"	"Srsf7"	chr17	-	80204121	80204232	80204154	80204232	80202690	80202744	695	9,13,4,3,3,8	3,2,0,0,0,0	14,7,6,15,8,12	1,1,2,2,0,2	129	96	0.113169940246	1.0	0.691,0.829,1.0,1.0,1.0,1.0	0.912,0.839,0.691,0.848,1.0,0.817	0.069
696	"ENSMUSG00000024097"	"Srsf7"	chr17	-	80204130	80204232	80204154	80204232	80202690	80202744	696	9,11,8,9,6,7	3,2,0,0,0,0	7,9,6,10,7,19	1,1,2,2,0,2	120	96	0.114272654175	1.0	0.706,0.815,1.0,1.0,1.0,1.0	0.848,0.878,0.706,0.8,1.0,0.884	0.067
697	"ENSMUSG00000048832"	"Vps37c"	chr19	+	10688750	10688983	10688750	10688979	10706209	10706308	697	1,0,0,0,0,0	4,0,2,0,0,0	1,0,0,0,0,0	0,0,0,1,0,1	100	96	1	1.0	0.194,NA,0.0,NA,NA,NA	1.0,NA,NA,0.0,NA,0.0	-0.236
701	"ENSMUSG00000036792"	"Mbd5"	chr2	+	49272040	49273057	49272040	49272367	49274562	49274774	701	3,7,6,1,3,4	0,0,0,0,0,0	3,2,3,5,5,5	0,0,0,1,3,0	786	96	0.295163436882	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.379,0.169,1.0	0.242
705	"ENSMUSG00000057594"	"Arl16"	chr11	-	120467009	120467240	120467181	120467240	120466653	120466767	705	0,0,1,0,1,0	2,1,0,0,0,1	0,0,1,0,0,0	0,0,0,1,0,2	268	96	1	1.0	0.0,0.0,1.0,NA,1.0,0.0	NA,NA,1.0,0.0,NA,0.0	0.067
714	"ENSMUSG00000027469"	"Tpx2"	chr2	+	152854920	152855015	152854920	152855002	152867183	152867357	714	0,0,0,0,0,0	1,0,0,0,0,0	0,0,0,1,0,0	0,0,0,0,0,0	109	96	1	1.0	0.0,NA,NA,NA,NA,NA	NA,NA,NA,1.0,NA,NA	-1.0
715	"ENSMUSG00000035112"	"Wnk4"	chr11	+	101262722	101262895	101262722	101262845	101263768	101263989	715	10,31,13,22,16,22	2,0,0,0,1,4	6,11,11,13,16,30	0,0,0,0,0,0	146	96	0.491946796228	1.0	0.767,1.0,1.0,1.0,0.913,0.783	1.0,1.0,1.0,1.0,1.0,1.0	-0.09
721	"ENSMUSG00000004994"	"Ccdc130"	chr8	-	84262966	84263048	84262992	84263048	84261739	84261800	721	0,0,0,0,0,0	0,0,3,0,1,2	0,1,0,0,0,0	1,0,1,3,1,0	122	96	1	1.0	NA,NA,0.0,NA,0.0,0.0	0.0,1.0,0.0,0.0,0.0,NA	-0.2
728	"ENSMUSG00000028017"	"Egf"	chr3	-	129707208	129707376	129707275	129707376	129706103	129706250	728	292,458,204,269,322,496	0,0,0,2,1,0	156,201,178,248,163,264	0,1,0,0,0,0	163	96	1	1.0	1.0,1.0,1.0,0.988,0.995,1.0	1.0,0.992,1.0,1.0,1.0,1.0	-0.002
731	"ENSMUSG00000054499"	"Dedd2"	chr7	-	25219763	25219859	25219786	25219859	25218800	25219167	731	0,0,0,0,0,0	0,3,0,0,0,1	1,0,0,0,0,0	0,0,0,2,0,1	119	96	1	1.0	NA,0.0,NA,NA,NA,0.0	1.0,NA,NA,0.0,NA,0.0	-0.333
734	"ENSMUSG00000039671"	"Zmynd8"	chr2	-	165807518	165807929	165807674	165807929	165805186	165805377	734	2,5,1,4,2,3	2,5,0,4,3,5	5,1,4,2,2,10	3,2,1,3,3,4	252	96	0.409951088587	1.0	0.276,0.276,1.0,0.276,0.203,0.186	0.388,0.16,0.604,0.203,0.203,0.488	0.028
742	"ENSMUSG00000044308"	"Ubr3"	chr2	+	69991424	69991637	69991424	69991625	69993675	69993812	742	8,13,6,10,3,14	7,8,0,0,3,0	7,7,13,8,7,16	4,7,1,5,0,0	108	96	0.908352242696	1.0	0.504,0.591,1.0,1.0,0.471,1.0	0.609,0.471,0.92,0.587,1.0,1.0	-0.003
743	"ENSMUSG00000048154"	"Kmt2d"	chr15	-	98856068	98856182	98856077	98856182	98855767	98855898	743	0,0,0,0,2,0	0,2,3,1,0,3	0,0,0,1,0,0	0,0,0,3,2,0	105	96	1	1.0	NA,0.0,0.0,0.0,1.0,0.0	NA,NA,NA,0.234,0.0,NA	0.083
744	"ENSMUSG00000029759"	"Pon3"	chr6	-	5246047	5246333	5246277	5246333	5240812	5240978	744	0,1,0,0,0,1	0,1,0,1,1,1	0,0,0,0,0,0	0,2,0,1,2,1	326	96	1	1.0	NA,0.227,NA,0.0,0.0,0.227	NA,0.0,NA,0.0,0.0,0.0	0.114
749	"ENSMUSG00000002274"	"Metrn"	chr17	-	25796085	25796641	25796240	25796641	25795373	25795433	749	2,0,1,2,2,0	1,9,3,5,3,5	0,0,0,1,0,1	0,4,3,2,2,5	251	96	1	1.0	0.433,0.0,0.113,0.133,0.203,0.0	NA,0.0,0.0,0.161,0.0,0.071	0.101
750	"ENSMUSG00000022817"	"Itgb5"	chr16	+	33947714	33947881	33947714	33947852	33948656	33949153	750	29,51,20,30,27,28	0,0,0,1,1,0	18,26,16,22,17,36	0,0,0,0,0,0	125	96	1	1.0	1.0,1.0,1.0,0.958,0.954,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.015
753	"ENSMUSG00000039456"	"Morc3"	chr16	+	93862413	93862536	93862413	93862503	93862640	93862715	753	0,3,6,1,2,4	1,0,1,0,0,0	2,6,1,4,7,0	0,0,0,0,0,0	129	96	1	1.0	0.0,1.0,0.817,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA	-0.197
754	"ENSMUSG00000027411"	"Vps16"	chr2	+	130440899	130441028	130440899	130441008	130441164	130441299	754	0,1,0,0,0,2	5,9,3,5,1,3	0,0,0,0,0,1	1,6,2,2,0,3	116	96	1	1.0	0.0,0.084,0.0,0.0,0.0,0.356	0.0,0.0,0.0,0.0,NA,0.216	0.03
758	"ENSMUSG00000004562"	"Arhgef40"	chr14	+	51994282	51994407	51994282	51994398	51994879	51995006	758	0,0,0,0,0,0	3,0,0,3,0,2	0,0,1,0,0,0	0,2,1,2,1,4	105	96	1	1.0	0.0,NA,NA,0.0,NA,0.0	NA,0.0,0.478,0.0,0.0,0.0	-0.096
759	"ENSMUSG00000004562"	"Arhgef40"	chr14	+	51997612	51998039	51997612	51997847	51998143	51998230	759	0,0,1,0,0,2	5,3,0,2,2,4	0,0,0,0,1,0	2,3,1,2,2,1	288	96	1	1.0	0.0,0.0,1.0,0.0,0.0,0.143	0.0,0.0,0.0,0.0,0.143,0.0	0.167
762	"ENSMUSG00000004996"	"Mri1"	chr8	-	84256243	84256419	84256307	84256419	84254175	84254352	762	5,9,4,5,2,4	0,0,0,1,0,0	3,6,2,4,5,14	0,0,0,0,0,0	160	96	1	1.0	1.0,1.0,1.0,0.75,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.042
763	"ENSMUSG00000022861"	"Dgkg"	chr16	-	22575058	22575400	22575311	22575400	22572599	22572716	763	0,1,0,0,0,0	0,2,0,0,0,0	0,0,0,1,0,0	0,0,2,1,0,1	349	96	1	1.0	NA,0.121,NA,NA,NA,NA	NA,NA,0.0,0.216,NA,0.0	0.049
767	"ENSMUSG00000034007"	"Scaper"	chr9	-	55864385	55864604	55864403	55864604	55859747	55859918	767	0,0,0,0,0,1	2,2,1,0,0,1	0,0,0,0,0,0	1,0,0,3,0,0	114	96	1	1.0	0.0,0.0,0.0,NA,NA,0.457	0.0,NA,NA,0.0,NA,NA	0.114
768	"ENSMUSG00000031549"	"Ido2"	chr8	-	24553606	24553840	24553720	24553840	24550768	24550887	768	0,0,0,0,0,1	0,1,1,0,2,0	0,0,0,0,0,0	2,6,7,4,0,3	210	96	1	1.0	NA,0.0,0.0,NA,0.0,1.0	0.0,0.0,0.0,0.0,NA,0.0	0.25
770	"ENSMUSG00000028759"	"Hp1bp3"	chr4	+	138216626	138216799	138216626	138216740	138221525	138221723	770	1,2,0,0,0,1	5,5,5,4,1,8	0,0,1,0,1,0	3,5,5,2,4,2	155	96	1	1.0	0.11,0.199,0.0,0.0,0.0,0.072	0.0,0.0,0.11,0.0,0.134,0.0	0.023
