ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
942	"ENSMUSG00000026004"	"Kansl1l"	chr1	-	66773421	66773619	66773421	66773514	66777966	66778108	942	2,1,7,3,2,3	4,4,1,0,1,0	9,12,3,14,11,9	0,0,2,2,0,3	201	96	0.0213589479257	0.624138898617	0.193,0.107,0.77,1.0,0.489,1.0	1.0,1.0,0.417,0.77,1.0,0.589	-0.203
943	"ENSMUSG00000046691"	"Chtf8"	chr8	-	106886919	106887051	106886919	106887037	106887300	106887356	943	1,0,0,0,0,1	8,10,3,3,0,5	0,1,0,1,1,0	5,12,2,14,10,13	110	96	1	1.0	0.098,0.0,0.0,0.0,NA,0.149	0.0,0.068,0.0,0.059,0.08,0.0	0.015
947	"ENSMUSG00000022579"	"Gpihbp1"	chr15	+	75597729	75598213	75598090	75598213	75597512	75597629	947	22,19,11,12,18,19	0,0,0,0,0,0	10,12,10,25,24,25	0,1,1,0,0,1	457	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.716,0.677,1.0,1.0,0.84	0.128
949	"ENSMUSG00000035215"	"Lsm7"	chr10	-	80854617	80854711	80854617	80854708	80855180	80855209	949	1,0,0,0,0,0	0,3,0,0,0,0	1,0,0,0,1,0	0,0,0,0,0,0	99	96	1	1.0	1.0,0.0,NA,NA,NA,NA	1.0,NA,NA,NA,1.0,NA	-0.5
950	"ENSMUSG00000052656"	"Rnf103"	chr6	+	71508685	71510881	71508868	71510881	71505733	71505849	950	0,1,1,0,2,0	5,11,3,7,7,2	0,0,0,0,0,1	3,12,2,8,14,10	279	96	1	1.0	0.0,0.03,0.103,0.0,0.09,0.0	0.0,0.0,0.0,0.0,0.0,0.033	0.032
951	"ENSMUSG00000022540"	"Rogdi"	chr16	-	5011611	5011758	5011611	5011692	5012240	5012295	951	1,0,0,1,0,2	17,13,10,12,10,19	2,1,1,0,2,1	2,14,9,14,11,20	162	96	1	1.0	0.034,0.0,0.0,0.047,0.0,0.059	0.372,0.041,0.062,0.0,0.097,0.029	-0.077
954	"ENSMUSG00000014599"	"Csf1"	chr3	-	107748153	107749169	107748153	107748284	107750310	107750458	954	11,15,2,7,4,9	0,1,0,0,0,1	5,5,3,8,6,5	0,1,0,1,0,0	981	96	1	1.0	1.0,0.595,1.0,1.0,1.0,0.468	1.0,0.329,1.0,0.439,1.0,1.0	0.049
961	"ENSMUSG00000074129"	"Rpl13a"	chr7	-	45126114	45126253	45126114	45126237	45126477	45126537	961	2,1,0,0,0,1	167,263,120,157,82,131	1,5,0,3,0,2	108,169,147,193,118,175	112	96	1	1.0	0.01,0.003,0.0,0.0,0.0,0.007	0.008,0.025,0.0,0.013,0.0,0.01	-0.006
964	"ENSMUSG00000025558"	"Dock9"	chr14	-	121591811	121591948	121591811	121591879	121594335	121594383	964	11,10,5,3,15,14	3,2,0,1,1,5	4,11,7,14,5,11	2,3,1,1,2,4	165	96	0.581619755261	1.0	0.681,0.744,1.0,0.636,0.897,0.62	0.538,0.681,0.803,0.891,0.593,0.615	0.076
965	"ENSMUSG00000025558"	"Dock9"	chr14	-	121597641	121597756	121597641	121597753	121599687	121599821	965	0,7,3,6,6,5	5,3,1,1,0,4	3,3,1,3,2,5	2,5,5,6,1,8	99	96	0.0254130285301	0.676695759697	0.0,0.693,0.744,0.853,1.0,0.548	0.593,0.368,0.162,0.327,0.66,0.377	0.225
976	"ENSMUSG00000024694"	"Keg1"	chr19	+	12710981	12711089	12711011	12711089	12709596	12709686	976	255,358,149,205,188,258	7,2,1,3,1,2	442,548,583,811,549,715	7,12,5,20,12,19	126	96	0.00188799164789	0.110858996761	0.965,0.993,0.991,0.981,0.993,0.99	0.98,0.972,0.989,0.969,0.972,0.966	0.011
978	"ENSMUSG00000015468"	"Notch4"	chr17	+	34585885	34586209	34585904	34586209	34584990	34585129	978	0,0,0,0,0,0	3,2,0,2,0,1	0,1,0,0,0,0	0,0,1,2,0,0	115	96	1	1.0	0.0,0.0,NA,0.0,NA,0.0	NA,1.0,0.0,0.0,NA,NA	-0.333
980	"ENSMUSG00000037321"	"Tap1"	chr17	+	34193127	34193316	34193157	34193316	34192836	34192965	980	4,18,3,2,0,0	0,1,0,0,0,0	0,3,2,4,0,0	0,0,0,0,0,0	126	96	1	1.0	1.0,0.932,1.0,1.0,NA,NA	NA,1.0,1.0,1.0,NA,NA	-0.017
981	"ENSMUSG00000042447"	"Mios"	chr6	+	8233049	8234361	8234231	8234361	8231160	8231313	981	3,6,1,6,4,8	0,0,0,0,0,1	3,3,6,4,3,7	0,0,0,0,0,0	1278	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.375	1.0,1.0,1.0,1.0,1.0,1.0	-0.104
983	"ENSMUSG00000001062"	"Vps9d1"	chr8	-	123243687	123243795	123243687	123243792	123245113	123245210	983	0,0,0,0,0,0	4,8,1,3,3,4	0,0,1,0,0,0	4,5,2,4,7,7	99	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.327,0.0,0.0,0.0	-0.054
984	"ENSMUSG00000001062"	"Vps9d1"	chr8	-	123247966	123248071	123247966	123248054	123248153	123248206	984	0,0,0,0,0,0	6,4,1,0,4,2	0,0,0,0,0,1	3,5,3,11,0,2	113	96	1	1.0	0.0,0.0,0.0,NA,0.0,0.0	0.0,0.0,0.0,0.0,NA,0.298	-0.06
985	"ENSMUSG00000022946"	"Dop1b"	chr16	+	93798902	93798985	93798905	93798985	93793086	93793231	985	2,0,1,2,0,0	1,1,0,0,0,0	0,0,1,1,0,0	2,0,0,0,0,2	99	96	1	1.0	0.66,0.0,1.0,1.0,NA,NA	0.0,NA,1.0,1.0,NA,0.0	0.165
988	"ENSMUSG00000026111"	"Unc50"	chr1	+	37431292	37431576	37431296	37431576	37430176	37430337	988	0,1,0,2,2,0	0,0,0,0,0,0	0,0,1,1,0,0	0,0,0,1,0,0	100	96	1	1.0	NA,1.0,NA,1.0,1.0,NA	NA,NA,1.0,0.49,NA,NA	0.255
989	"ENSMUSG00000053730"	"Tmem39b"	chr4	-	129692432	129692673	129692432	129692516	129693065	129693285	989	0,0,0,0,0,0	0,1,0,1,4,0	0,0,0,0,1,0	0,0,0,0,2,0	253	96	1	1.0	NA,0.0,NA,0.0,0.0,NA	NA,NA,NA,NA,0.159,NA	-0.159
990	"ENSMUSG00000009079"	"Ewsr1"	chr11	-	5078472	5078591	5078472	5078579	5078919	5079528	990	25,31,6,19,9,24	0,0,0,2,0,0	6,9,12,26,28,16	0,0,0,0,0,0	108	96	1	1.0	1.0,1.0,1.0,0.894,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.018
991	"ENSMUSG00000025498"	"Irf7"	chr7	-	141264492	141264655	141264492	141264559	141264724	141264783	991	0,4,1,0,0,1	0,0,0,0,0,0	1,0,1,2,0,1	0,0,0,1,0,0	192	96	1	1.0	NA,1.0,1.0,NA,NA,1.0	1.0,NA,1.0,0.5,NA,1.0	0.125
994	"ENSMUSG00000018570"	"2810408A11Rik"	chr11	-	69899705	69899926	69899705	69899810	69900302	69900957	994	0,0,0,0,0,0	0,1,0,0,1,0	0,1,0,0,0,0	0,0,0,1,0,1	212	96	1	1.0	NA,0.0,NA,NA,0.0,NA	NA,1.0,NA,0.0,NA,0.0	-0.333
997	"ENSMUSG00000021709"	"Erbin"	chr13	-	103824719	103824926	103824719	103824848	103827906	103828023	997	19,51,17,28,25,23	1,0,0,0,0,1	18,27,27,24,25,30	0,0,1,0,0,1	174	96	1	1.0	0.913,1.0,1.0,1.0,1.0,0.927	1.0,1.0,0.937,1.0,1.0,0.943	-0.007
1001	"ENSMUSG00000049038"	"Mterf2"	chr10	-	85126367	85126486	85126367	85126465	85127114	85127208	1001	0,0,0,0,0,1	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,1,0	117	96	1	1.0	NA,NA,NA,NA,NA,1.0	NA,NA,NA,NA,0.0,NA	1.0
1003	"ENSMUSG00000054434"	"Tmem120b"	chr5	+	123101610	123101684	123101624	123101684	123099836	123099953	1003	0,0,0,0,0,1	0,2,2,1,2,1	0,0,0,1,0,1	1,3,3,3,0,3	110	96	1	1.0	NA,0.0,0.0,0.0,0.0,0.466	0.0,0.0,0.0,0.225,NA,0.225	0.003
1005	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69564033	69564163	69564036	69564163	69519964	69520026	1005	2,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,1,2	0,1,0,0,0,0	99	96	1	1.0	1.0,NA,NA,NA,NA,NA	NA,0.0,NA,NA,1.0,1.0	0.333
1006	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69654960	69655037	69654963	69655037	69652393	69652472	1006	0,4,0,2,0,1	0,0,0,1,0,0	0,2,0,3,0,4	0,0,0,0,0,0	99	96	1	1.0	NA,1.0,NA,0.66,NA,1.0	NA,1.0,NA,1.0,NA,1.0	-0.113
1007	"ENSMUSG00000040667"	"Nup88"	chr11	-	70944481	70944580	70944481	70944562	70944672	70944738	1007	0,0,0,0,0,1	5,4,4,7,2,11	0,0,1,0,0,0	5,8,4,5,1,6	114	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.071	0.0,0.0,0.174,0.0,0.0,0.0	-0.017
1008	"ENSMUSG00000040667"	"Nup88"	chr11	-	70944844	70944985	70944844	70944970	70945202	70945361	1008	2,2,1,3,2,0	4,6,1,1,3,7	0,1,0,1,1,6	1,6,5,14,3,6	111	96	0.214196019203	1.0	0.302,0.224,0.464,0.722,0.366,0.0	0.0,0.126,0.0,0.058,0.224,0.464	0.201
1009	"ENSMUSG00000040667"	"Nup88"	chr11	-	70947701	70947803	70947701	70947799	70950145	70950236	1009	11,9,4,9,5,6	1,0,0,0,0,0	6,9,8,7,9,10	0,0,0,0,1,0	100	96	1	1.0	0.913,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.896,1.0	0.003
1010	"ENSMUSG00000002105"	"Slc39a13"	chr2	-	91065581	91065714	91065581	91065700	91066012	91066126	1010	0,0,2,0,0,1	2,4,2,2,1,4	1,2,1,0,0,0	1,4,1,1,2,2	110	96	1	1.0	0.0,0.0,0.466,0.0,0.0,0.179	0.466,0.304,0.466,0.0,0.0,0.0	-0.098
1011	"ENSMUSG00000002105"	"Slc39a13"	chr2	-	91065581	91065739	91065581	91065700	91066012	91066126	1011	0,0,1,0,0,1	2,4,2,2,1,4	0,1,0,1,1,0	1,4,1,1,2,2	135	96	1	1.0	0.0,0.0,0.262,0.0,0.0,0.151	0.0,0.151,0.0,0.416,0.262,0.0	-0.069
1012	"ENSMUSG00000002105"	"Slc39a13"	chr2	-	91065581	91065739	91065581	91065714	91066012	91066126	1012	0,0,0,0,0,1	0,0,1,0,0,1	0,0,0,1,1,0	1,1,1,0,0,0	121	96	1	1.0	NA,NA,0.0,NA,NA,0.442	0.0,0.0,0.0,1.0,1.0,NA	-0.179
1018	"ENSMUSG00000063870"	"Chd4"	chr6	+	125100777	125100993	125100798	125100993	125100467	125100589	1018	4,8,3,3,10,6	9,8,2,7,1,3	3,2,1,15,0,9	2,11,6,10,6,7	117	96	0.0928264408381	1.0	0.267,0.451,0.552,0.26,0.891,0.621	0.552,0.13,0.12,0.552,0.0,0.513	0.196
1019	"ENSMUSG00000063870"	"Chd4"	chr6	+	125102431	125102610	125102470	125102610	125102162	125102298	1019	8,9,3,9,0,14	3,9,3,3,4,5	6,13,9,13,11,20	4,10,4,7,6,4	135	96	0.375278660262	1.0	0.655,0.416,0.416,0.681,0.0,0.666	0.516,0.48,0.615,0.569,0.566,0.78	-0.115
1023	"ENSMUSG00000061780"	"Cfd"	chr10	+	79891455	79891612	79891458	79891612	79890852	79890980	1023	3,6,8,0,6,5	9,8,1,4,6,7	0,4,1,0,0,0	0,7,0,2,1,0	99	96	1	1.0	0.244,0.421,0.886,0.0,0.492,0.409	NA,0.357,1.0,0.0,0.0,NA	0.069
1024	"ENSMUSG00000024906"	"Mus81"	chr19	-	5483107	5483221	5483107	5483191	5483454	5483558	1024	1,0,0,0,0,0	3,1,0,0,0,1	0,0,0,0,0,0	0,1,1,0,1,0	126	96	1	1.0	0.203,0.0,NA,NA,NA,0.0	NA,0.0,0.0,NA,0.0,NA	0.068
1025	"ENSMUSG00000024906"	"Mus81"	chr19	-	5483634	5483763	5483634	5483665	5483929	5484025	1025	5,6,3,3,2,2	0,0,0,1,0,0	5,6,5,7,7,7	0,0,0,0,0,0	194	96	1	1.0	1.0,1.0,1.0,0.598,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.067
1026	"ENSMUSG00000026280"	"Atg4b"	chr1	+	93775627	93778364	93778284	93778364	93775132	93775234	1026	24,29,9,13,6,16	0,0,0,1,1,0	13,18,5,26,9,14	0,0,0,0,0,0	2753	96	1	1.0	1.0,1.0,1.0,0.312,0.173,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.253
1028	"ENSMUSG00000029238"	"Clock"	chr5	-	76229357	76229563	76229357	76229560	76230164	76230359	1028	3,4,3,2,2,6	0,5,1,0,0,5	3,4,7,7,0,8	3,3,2,0,1,0	99	96	0.591609431115	1.0	1.0,0.437,0.744,1.0,1.0,0.538	0.492,0.564,0.772,1.0,0.0,1.0	0.149
1029	"ENSMUSG00000029238"	"Clock"	chr5	-	76254373	76254463	76254373	76254441	76262674	76262766	1029	1,2,0,2,3,4	0,0,0,0,0,0	1,0,0,2,4,0	1,1,0,0,0,1	118	96	1	1.0	1.0,1.0,NA,1.0,1.0,1.0	0.449,0.0,NA,1.0,1.0,0.0	0.51
1033	"ENSMUSG00000030231"	"Plekha5"	chr6	+	140579426	140579476	140579429	140579476	140577226	140577338	1033	0,0,0,0,0,0	3,8,2,1,0,0	0,0,1,0,0,0	0,3,0,2,2,1	99	96	1	1.0	0.0,0.0,0.0,0.0,NA,NA	NA,0.0,1.0,0.0,0.0,0.0	-0.2
1034	"ENSMUSG00000030231"	"Plekha5"	chr6	+	140593554	140597110	140596248	140597110	140591627	140591764	1034	12,20,16,15,5,19	0,0,0,0,0,1	14,11,14,13,10,12	0,1,0,0,0,0	2790	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.395	1.0,0.275,1.0,1.0,1.0,1.0	0.02
1036	"ENSMUSG00000063808"	"Gpatch1"	chr7	-	35308178	35308339	35308178	35308331	35309300	35309386	1036	3,1,3,2,2,1	0,1,0,0,0,0	0,1,0,0,1,0	0,0,0,0,0,0	104	96	1	1.0	1.0,0.48,1.0,1.0,1.0,1.0	NA,1.0,NA,NA,1.0,NA	-0.087
1040	"ENSMUSG00000036893"	"Ehmt1"	chr2	-	24863771	24863908	24863771	24863905	24877454	24877626	1040	2,0,1,0,1,1	0,0,0,0,0,0	0,0,3,2,1,2	0,0,0,1,0,0	99	96	1	1.0	1.0,NA,1.0,NA,1.0,1.0	NA,NA,1.0,0.66,1.0,1.0	0.085
1041	"ENSMUSG00000036893"	"Ehmt1"	chr2	-	24863771	24863929	24863771	24863905	24877454	24877626	1041	2,0,0,0,0,0	0,0,0,0,0,0	1,2,0,1,0,0	0,0,0,1,0,0	120	96	1	1.0	1.0,NA,NA,NA,NA,NA	1.0,1.0,NA,0.444,NA,NA	0.185
1042	"ENSMUSG00000036893"	"Ehmt1"	chr2	-	24863771	24863929	24863771	24863908	24877454	24877626	1042	2,0,0,0,0,0	2,0,1,0,1,1	1,2,0,1,0,0	0,0,3,2,1,2	117	96	1	1.0	0.451,NA,0.0,NA,0.0,0.0	1.0,1.0,0.0,0.291,0.0,0.0	-0.269
1043	"ENSMUSG00000043259"	"Fam13c"	chr10	+	70553028	70553225	70553031	70553225	70551694	70551790	1043	1,1,0,1,0,0	0,1,0,0,0,1	0,0,1,0,1,1	0,0,0,0,1,1	99	96	1	1.0	1.0,0.492,NA,1.0,NA,0.0	NA,NA,1.0,NA,0.492,0.492	-0.038
1044	"ENSMUSG00000033767"	"Tmem131l"	chr3	-	83900326	83900418	83900326	83900415	83901345	83901466	1044	0,0,1,3,2,1	0,1,0,1,1,1	0,1,0,0,0,4	0,0,0,0,0,1	99	96	1	1.0	NA,0.0,1.0,0.744,0.66,0.492	NA,1.0,NA,NA,NA,0.795	-0.318
1047	"ENSMUSG00000021612"	"Slc6a18"	chr13	-	73666310	73666470	73666310	73666440	73666692	73666783	1047	77,94,38,69,39,73	7,0,0,0,0,0	47,52,55,73,28,47	0,3,0,0,0,0	126	96	1	1.0	0.893,1.0,1.0,1.0,1.0,1.0	1.0,0.93,1.0,1.0,1.0,1.0	-0.006
1048	"ENSMUSG00000021612"	"Slc6a18"	chr13	-	73666310	73666470	73666310	73666440	73666854	73667059	1048	103,131,69,82,94,134	3,3,1,6,4,0	60,74,95,111,45,72	0,2,0,12,2,4	126	96	0.250391121579	1.0	0.963,0.971,0.981,0.912,0.947,1.0	1.0,0.966,1.0,0.876,0.945,0.932	0.009
1050	"ENSMUSG00000021612"	"Slc6a18"	chr13	-	73674435	73674632	73674435	73674617	73675368	73675506	1050	2,3,1,1,3,2	164,276,103,198,131,176	0,1,0,1,0,1	67,122,142,248,73,120	111	96	1	1.0	0.01,0.009,0.008,0.004,0.019,0.01	0.0,0.007,0.0,0.003,0.0,0.007	0.007
1051	"ENSMUSG00000057054"	"Inca1"	chr11	-	70695863	70696043	70695863	70695948	70700057	70700155	1051	0,0,3,2,0,0	0,0,0,0,0,1	1,1,0,1,0,0	0,0,0,0,0,0	191	96	1	1.0	NA,NA,1.0,1.0,NA,0.0	1.0,1.0,NA,1.0,NA,NA	-0.333
1052	"ENSMUSG00000051910"	"Sox6"	chr7	-	115550009	115550159	115550009	115550156	115580564	115580644	1052	1,2,0,0,0,0	0,0,0,0,1,0	0,3,0,1,2,2	0,0,0,0,0,0	99	96	1	1.0	1.0,1.0,NA,NA,0.0,NA	NA,1.0,NA,1.0,1.0,1.0	-0.333
1053	"ENSMUSG00000051910"	"Sox6"	chr7	-	115597495	115597619	115597495	115597616	115659515	115659584	1053	2,0,0,0,2,2	0,0,0,2,0,1	0,0,1,1,1,2	0,3,0,0,0,2	99	96	1	1.0	1.0,NA,NA,0.0,1.0,0.66	NA,0.0,1.0,1.0,1.0,0.492	-0.033
1054	"ENSMUSG00000091898"	"Tnnc1"	chr14	+	31211279	31211416	31211305	31211416	31210563	31210678	1054	2,3,1,1,1,1	0,0,0,0,0,0	2,1,6,5,2,4	0,0,0,1,0,0	122	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.797,1.0,1.0	0.034
1055	"ENSMUSG00000006345"	"Ggt1"	chr10	+	75574228	75574396	75574231	75574396	75573610	75573748	1055	74,91,43,43,52,57	23,26,7,15,14,22	129,172,115,183,103,161	61,47,42,63,45,50	99	96	0.144115848309	1.0	0.757,0.772,0.856,0.735,0.783,0.715	0.672,0.78,0.726,0.738,0.689,0.757	0.043
1056	"ENSMUSG00000006345"	"Ggt1"	chr10	+	75581296	75581433	75581323	75581433	75580503	75580653	1056	128,231,85,97,102,159	0,1,0,0,0,0	227,384,238,390,266,363	0,0,0,0,0,0	123	96	1	1.0	1.0,0.994,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.001
1057	"ENSMUSG00000039697"	"Ncoa7"	chr10	-	30690756	30691787	30690756	30691754	30694068	30694253	1057	10,12,4,4,9,14	0,0,0,2,0,1	6,10,10,11,3,6	0,1,0,1,0,3	129	96	1	1.0	1.0,1.0,1.0,0.598,1.0,0.912	1.0,0.882,1.0,0.891,1.0,0.598	0.023
1060	"ENSMUSG00000049321"	"Zfp2"	chr11	-	50910435	50910528	50910435	50910525	50910749	50910876	1060	0,1,0,0,0,0	1,1,0,0,1,0	0,0,0,0,0,0	0,0,0,1,0,0	99	96	1	1.0	0.0,0.492,NA,NA,0.0,NA	NA,NA,NA,0.0,NA,NA	0.164
1064	"ENSMUSG00000018669"	"Cdk5rap3"	chr11	-	96913664	96913877	96913664	96913796	96916150	96916196	1064	0,2,0,0,1,0	11,8,0,0,3,3	0,0,0,0,1,1	0,7,0,1,0,6	177	96	1	1.0	0.0,0.119,NA,NA,0.153,0.0	NA,0.0,NA,0.0,1.0,0.083	-0.203
1066	"ENSMUSG00000058392"	"Rrp1b"	chr17	+	32051629	32051849	32051682	32051849	32051145	32051210	1066	0,1,0,1,0,0	0,0,0,1,1,2	0,0,0,0,0,0	0,0,2,1,2,0	149	96	1	1.0	NA,1.0,NA,0.392,0.0,0.0	NA,NA,0.0,0.0,0.0,NA	0.348
1067	"ENSMUSG00000027488"	"Snta1"	chr2	-	154378007	154378216	154378007	154378204	154380673	154380804	1067	0,1,0,0,0,0	19,16,6,12,12,14	0,0,0,0,0,0	10,10,9,16,13,14	108	96	1	1.0	0.0,0.053,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.009
1068	"ENSMUSG00000030199"	"Etv6"	chr6	+	134137284	134137417	134137287	134137417	134066306	134066465	1068	0,0,2,2,3,1	0,0,0,0,0,0	3,1,5,0,3,3	1,0,0,0,0,0	99	96	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.744,1.0,1.0,NA,1.0,1.0	0.051
1070	"ENSMUSG00000020982"	"Nemf"	chr12	-	69353793	69353942	69353793	69353892	69354646	69354772	1070	8,10,0,5,6,1	0,0,0,0,0,1	6,9,9,9,5,12	0,0,0,0,0,0	146	96	1	1.0	1.0,1.0,NA,1.0,1.0,0.397	1.0,1.0,1.0,1.0,1.0,1.0	-0.121
1078	"ENSMUSG00000025137"	"Pcyt2"	chr11	-	120613640	120613774	120613640	120613725	120614330	120614397	1078	1,1,0,1,0,0	10,33,17,16,18,25	0,1,2,1,0,1	12,20,14,28,20,24	145	96	1	1.0	0.062,0.02,0.0,0.04,0.0,0.0	0.0,0.032,0.086,0.023,0.0,0.027	-0.008
1079	"ENSMUSG00000025858"	"Get4"	chr5	+	139262869	139262951	139262872	139262951	139262480	139262559	1079	7,6,5,13,5,3	0,0,0,0,0,0	7,14,9,19,11,9	1,0,1,2,0,0	99	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.872,1.0,0.897,0.902,1.0,1.0	0.055
1080	"ENSMUSG00000022995"	"Enah"	chr1	-	181921657	181922500	181921657	181921768	181923559	181923840	1080	1,4,1,2,2,1	6,6,5,2,0,3	0,1,0,1,0,3	2,3,1,4,4,5	828	96	1	1.0	0.019,0.072,0.023,0.104,1.0,0.037	0.0,0.037,0.0,0.028,0.0,0.065	0.187
1088	"ENSMUSG00000006498"	"Ptbp1"	chr10	+	79858951	79859271	79859071	79859271	79858751	79858824	1088	41,52,28,29,29,55	1,0,0,1,0,1	36,57,39,72,22,44	0,0,0,2,0,0	216	96	1	1.0	0.948,1.0,1.0,0.928,1.0,0.961	1.0,1.0,1.0,0.941,1.0,1.0	-0.017
1090	"ENSMUSG00000035439"	"Haus8"	chr8	-	71256458	71256554	71256458	71256551	71257355	71257425	1090	1,1,0,0,0,0	0,0,0,0,0,0	0,0,0,0,1,1	0,1,0,0,0,0	99	96	1	1.0	1.0,1.0,NA,NA,NA,NA	NA,0.0,NA,NA,1.0,1.0	0.333
1095	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76347663	76347807	76347663	76347789	76347895	76348004	1095	2,2,0,3,1,0	0,0,0,0,0,0	2,3,4,1,0,1	0,0,0,0,0,2	114	96	1	1.0	1.0,1.0,NA,1.0,1.0,NA	1.0,1.0,1.0,1.0,NA,0.296	0.141
1096	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76347663	76347817	76347663	76347789	76347895	76348004	1096	5,6,6,6,3,9	0,0,0,0,0,0	6,12,4,14,5,9	0,0,0,0,0,2	124	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.777	0.037
1097	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76347663	76347817	76347663	76347807	76347895	76348004	1097	3,5,6,3,3,9	0,1,0,0,1,0	4,9,0,13,5,8	0,0,0,0,0,0	106	96	1	1.0	1.0,0.819,1.0,1.0,0.731,1.0	1.0,1.0,NA,1.0,1.0,1.0	-0.075
1101	"ENSMUSG00000025793"	"Hgs"	chr11	+	120479086	120479297	120479089	120479297	120478694	120478754	1101	0,1,4,4,4,1	6,15,1,7,6,5	1,2,0,8,4,1	3,2,8,8,13,5	99	96	0.889440504262	1.0	0.0,0.061,0.795,0.357,0.393,0.162	0.244,0.492,0.0,0.492,0.23,0.162	0.025
1105	"ENSMUSG00000037816"	"Fbxw17"	chr13	+	50432170	50432346	50432175	50432346	50431539	50431750	1105	3,2,0,0,2,0	1,0,0,0,0,0	0,1,0,1,1,0	0,0,0,0,0,0	101	96	1	1.0	0.74,1.0,NA,NA,1.0,NA	NA,1.0,NA,1.0,1.0,NA	-0.087
1106	"ENSMUSG00000032067"	"Pts"	chr9	-	50524722	50524964	50524722	50524779	50525261	50525284	1106	3,4,8,6,4,3	10,8,0,10,9,17	7,5,5,5,4,8	9,17,9,12,11,12	281	96	0.788401233235	1.0	0.093,0.146,1.0,0.17,0.132,0.057	0.21,0.091,0.16,0.125,0.111,0.186	0.119
1107	"ENSMUSG00000032067"	"Pts"	chr9	-	50526869	50527016	50526869	50526949	50528145	50528646	1107	0,2,0,2,2,5	1,2,6,0,1,0	2,1,0,0,2,3	0,0,1,2,0,4	163	96	0.325250039342	1.0	0.0,0.371,0.0,1.0,0.541,1.0	1.0,1.0,0.0,0.0,1.0,0.306	-0.066
1108	"ENSMUSG00000029103"	"Lrpap1"	chr5	-	35097530	35098273	35097530	35097689	35099156	35099278	1108	133,217,70,105,87,140	0,0,0,0,0,0	123,170,157,216,171,212	0,0,0,0,0,1	680	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.968	0.005
1111	"ENSMUSG00000057788"	"Ddx49"	chr8	-	70294686	70294835	70294686	70294761	70295366	70295464	1111	0,0,0,0,0,1	0,7,5,3,2,4	0,0,0,0,0,1	4,5,4,10,1,7	170	96	1	1.0	NA,0.0,0.0,0.0,0.0,0.124	0.0,0.0,0.0,0.0,0.0,0.075	0.012
1115	"ENSMUSG00000053552"	"Ebf4"	chr2	+	130369367	130369513	130369437	130369513	130365459	130365657	1115	1,0,0,0,0,0	0,0,0,0,0,1	0,0,0,0,0,0	0,1,0,0,0,0	166	96	1	1.0	1.0,NA,NA,NA,NA,0.0	NA,0.0,NA,NA,NA,NA	0.5
1116	"ENSMUSG00000027673"	"Ndufb5"	chr3	+	32747596	32747789	32747727	32747789	32746447	32746514	1116	0,2,0,1,0,0	81,88,41,68,56,79	0,0,0,0,0,0	73,114,86,115,78,124	227	96	1	1.0	0.0,0.01,0.0,0.006,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.003
1117	"ENSMUSG00000018433"	"Nol11"	chr11	-	107173209	107173461	107173209	107173401	107173603	107173729	1117	6,4,1,5,1,5	0,0,0,0,1,0	4,4,6,5,2,4	0,0,0,1,0,2	156	96	1	1.0	1.0,1.0,1.0,1.0,0.381,1.0	1.0,1.0,1.0,0.755,1.0,0.552	0.012
1118	"ENSMUSG00000026333"	"Gin1"	chr1	+	97782926	97783232	97783193	97783232	97777325	97777519	1118	1,5,1,4,1,4	0,0,0,1,0,0	1,7,2,1,2,1	0,0,0,0,0,0	363	96	1	1.0	1.0,1.0,1.0,0.514,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.081
