ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
316	"ENSMUSG00000024588"	"Fech"	chr18	-	64470681	64470816	64475056	64475268	64467727	64467834	64478650	64478770	316	16,13,15,18,20,17	40,58,33,43,42,41	15,12,18,23,17,26	31,38,50,58,49,51	308	231	0.813713427859	1.0	0.231,0.144,0.254,0.239,0.263,0.237	0.266,0.191,0.213,0.229,0.206,0.277	-0.002
317	"ENSMUSG00000024588"	"Fech"	chr18	-	64470681	64470816	64475056	64475300	64467727	64467834	64478650	64478770	317	16,14,15,18,20,17	40,58,33,43,42,41	15,12,18,24,17,26	31,38,50,58,49,51	340	231	0.811541118969	1.0	0.214,0.141,0.236,0.221,0.244,0.22	0.247,0.177,0.197,0.219,0.191,0.257	-0.002
319	"ENSMUSG00000036792"	"Mbd5"	chr2	+	49278580	49279783	49298655	49298729	49274562	49274774	49313649	49313725	319	5,8,3,4,14,6	1,1,0,2,0,3	7,4,4,4,6,9	1,0,0,0,0,0	1299	170	0.000154146788668	0.00945226410122	0.396,0.511,1.0,0.207,1.0,0.207	0.478,1.0,1.0,1.0,1.0,1.0	-0.359
321	"ENSMUSG00000038481"	"Cdk19"	chr10	+	40454014	40454072	40466637	40466769	40436071	40436212	40469578	40469722	321	1,1,0,0,1,1	4,2,3,4,1,3	0,0,1,3,0,0	3,4,0,4,3,2	154	228	0.398688504847	1.0	0.27,0.425,0.0,0.0,0.597,0.33	0.0,0.0,1.0,0.526,0.0,0.0	0.016
326	"ENSMUSG00000042359"	"Osbpl6"	chr2	+	76555889	76555982	76560185	76560260	76555013	76555117	76564783	76564949	326	7,15,1,9,4,6	4,5,2,1,1,0	17,16,10,32,17,17	4,6,1,3,11,6	189	171	0.827839327604	1.0	0.613,0.731,0.311,0.891,0.784,1.0	0.794,0.707,0.9,0.906,0.583,0.719	-0.046
331	"ENSMUSG00000029782"	"Tmem209"	chr6	-	30492596	30492722	30494737	30494834	30491086	30491184	30497166	30497238	331	1,4,0,3,0,1	3,7,2,7,1,3	0,1,2,0,1,2	2,2,1,6,0,6	193	222	0.843826298813	1.0	0.277,0.397,0.0,0.33,0.0,0.277	0.0,0.365,0.697,0.0,1.0,0.277	-0.176
333	"ENSMUSG00000028017"	"Egf"	chr3	-	129736756	129736981	129737394	129737576	129735449	129736004	129739841	129740041	333	328,447,238,316,376,445	438,550,265,365,475,556	105,147,132,178,176,230	187,242,176,260,247,320	278	321	0.0125855037996	0.207211330415	0.464,0.484,0.509,0.5,0.478,0.48	0.393,0.412,0.464,0.441,0.451,0.454	0.05
343	"ENSMUSG00000046519"	"Golph3l"	chr3	+	95591716	95591905	95607905	95608037	95588933	95589134	95609671	95609786	343	7,14,6,7,5,2	4,9,11,2,2,6	4,5,2,2,6,8	4,2,0,6,3,5	285	228	0.733543976307	1.0	0.583,0.554,0.304,0.737,0.667,0.211	0.444,0.667,1.0,0.211,0.615,0.561	-0.074
344	"ENSMUSG00000039997"	"Ifi203"	chr1	-	173928274	173929516	173933782	173933926	173926805	173927222	173935009	173935177	344	0,1,0,0,0,0	19,18,5,11,4,14	1,1,1,0,1,0	13,11,10,13,8,10	240	1338	1	1.0	0.0,0.236,0.0,0.0,0.0,0.0	0.3,0.336,0.358,0.0,0.411,0.0	-0.195
345	"ENSMUSG00000033411"	"Ctdspl2"	chr2	+	121978891	121979041	121981151	121981364	121977330	121977469	121986948	121987027	345	2,2,2,0,0,3	1,4,1,2,5,3	2,2,0,0,0,3	2,3,5,2,3,3	246	309	0.101494842715	0.612465794337	0.715,0.386,0.715,0.0,0.0,0.557	0.557,0.456,0.0,0.0,0.0,0.557	0.134
346	"ENSMUSG00000039275"	"Foxk2"	chr11	+	121296028	121296222	121296222	121296351	121290743	121290890	121296913	121297089	346	9,16,5,5,4,5	1,0,0,0,0,0	5,13,13,18,9,12	0,0,0,0,0,1	290	225	1	1.0	0.875,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.903	-0.005
347	"ENSMUSG00000024074"	"Crim1"	chr17	+	78354955	78355177	78367791	78367986	78350683	78350899	78369994	78370117	347	12,29,12,14,19,23	17,44,27,27,24,40	7,9,17,19,15,20	23,23,16,29,14,24	318	291	0.722921283012	1.0	0.392,0.376,0.289,0.322,0.42,0.345	0.218,0.264,0.493,0.375,0.495,0.433	-0.022
348	"ENSMUSG00000004562"	"Arhgef40"	chr14	+	52003653	52003758	52003972	52004116	52002284	52002462	52004611	52004742	348	0,4,1,0,1,3	1,3,1,4,4,4	2,2,5,3,2,4	0,3,2,5,3,4	201	240	0.0440046402987	0.427076614267	0.0,0.614,0.544,0.0,0.23,0.472	1.0,0.443,0.749,0.417,0.443,0.544	-0.289
349	"ENSMUSG00000017677"	"Wsb1"	chr11	-	79246169	79246301	79248390	79248513	79244462	79244563	79250980	79251149	349	7,4,6,9,5,3	39,76,32,44,31,37	5,4,2,6,10,4	28,51,23,23,35,44	219	228	0.698498395662	1.0	0.157,0.052,0.163,0.176,0.144,0.078	0.157,0.075,0.083,0.214,0.229,0.086	-0.012
350	"ENSMUSG00000017677"	"Wsb1"	chr11	-	79246169	79246301	79248390	79248659	79244462	79244563	79250980	79251149	350	47,68,44,63,32,59	39,76,32,44,31,37	38,64,28,34,36,55	28,51,23,23,35,44	365	228	0.871032277146	1.0	0.429,0.359,0.462,0.472,0.392,0.499	0.459,0.439,0.432,0.48,0.391,0.438	-0.004
352	"ENSMUSG00000026991"	"Pkp4"	chr2	+	59214677	59214814	59266387	59266500	59160849	59161128	59289217	59289252	352	19,36,7,18,11,19	25,42,19,31,16,32	15,14,23,31,14,18	14,29,30,47,32,32	233	209	0.848168519047	1.0	0.405,0.435,0.248,0.342,0.381,0.348	0.49,0.302,0.407,0.372,0.282,0.335	-0.005
353	"ENSMUSG00000026991"	"Pkp4"	chr2	+	59214677	59214814	59266387	59266500	59161019	59161128	59305065	59305134	353	21,29,3,14,10,15	10,20,4,14,7,10	15,15,20,22,16,20	5,8,8,17,6,19	233	209	0.371949317619	1.0	0.653,0.565,0.402,0.473,0.562,0.574	0.729,0.627,0.692,0.537,0.705,0.486	-0.091
354	"ENSMUSG00000026991"	"Pkp4"	chr2	+	59347923	59348041	59352261	59352335	59347719	59347804	59354202	59354824	354	43,79,41,53,47,57	40,47,54,37,31,36	39,65,40,62,57,75	22,34,40,49,36,67	214	170	0.715617643119	1.0	0.461,0.572,0.376,0.532,0.546,0.557	0.585,0.603,0.443,0.501,0.557,0.471	-0.019
358	"ENSMUSG00000029141"	"Slc4a1ap"	chr5	+	31528042	31528238	31530632	31530755	31526994	31527684	31531972	31532033	358	6,9,2,5,2,8	4,9,2,2,2,4	7,4,5,5,5,10	1,0,1,2,1,1	292	219	1.58402117413e-05	0.00146046752255	0.529,0.429,0.429,0.652,0.429,0.6	0.84,1.0,0.789,0.652,0.789,0.882	-0.314
359	"ENSMUSG00000035325"	"Sec31a"	chr5	-	100388533	100388611	100389067	100389106	100386127	100386203	100390758	100390833	359	7,5,3,3,5,5	6,17,3,14,7,5	5,2,9,9,7,6	11,10,4,14,4,9	135	174	0.515916281895	1.0	0.601,0.275,0.563,0.216,0.479,0.563	0.369,0.205,0.744,0.453,0.693,0.462	-0.038
360	"ENSMUSG00000023079"	"Gtf2ird1"	chr5	-	134360237	134360275	134362510	134362548	134358987	134359118	134363181	134363374	360	0,1,0,1,0,4	1,2,0,2,3,2	0,0,2,0,3,1	1,0,1,0,3,7	134	134	1	1.0	0.0,0.333,NA,0.333,0.0,0.667	0.0,NA,0.667,NA,0.5,0.125	-0.056
362	"ENSMUSG00000055436"	"Srsf11"	chr3	-	158023242	158023359	158024122	158024231	158022840	158022950	158026724	158026858	362	7,2,5,1,2,0	9,6,7,4,0,7	1,3,7,5,10,2	7,8,3,7,6,8	205	213	0.445973997884	1.0	0.447,0.257,0.426,0.206,1.0,0.0	0.129,0.28,0.708,0.426,0.634,0.206	-0.008
363	"ENSMUSG00000015112"	"Slc25a13"	chr6	-	6180970	6181113	6191263	6191317	6152407	6152523	6216995	6217118	363	1,3,0,4,2,8	15,31,9,20,22,16	3,6,13,9,5,5	29,44,29,32,28,33	150	239	0.211002490673	0.85208359833	0.096,0.134,0.0,0.242,0.127,0.443	0.142,0.178,0.417,0.309,0.222,0.194	-0.07
364	"ENSMUSG00000053644"	"Aldh7a1"	chr18	-	56538700	56538742	56542224	56542322	56537203	56537298	56544964	56545042	364	51,86,53,81,75,110	13,29,12,17,20,14	58,86,75,118,91,163	17,23,13,22,23,24	194	138	0.597029027518	1.0	0.736,0.678,0.759,0.772,0.727,0.848	0.708,0.727,0.804,0.792,0.738,0.829	-0.013
366	"ENSMUSG00000017119"	"Nbr1"	chr11	+	101577193	101577251	101577931	101578037	101576302	101576409	101580584	101581951	366	22,35,8,18,24,23	24,46,19,42,17,32	6,21,9,34,15,17	28,31,32,33,30,39	154	202	0.133789017831	0.696912284973	0.546,0.5,0.356,0.36,0.649,0.485	0.219,0.47,0.269,0.575,0.396,0.364	0.101
367	"ENSMUSG00000022681"	"Ntan1"	chr16	+	13829004	13829078	13831117	13831171	13827387	13827496	13831606	13831660	367	6,9,2,6,3,10	5,7,2,5,7,1	3,2,6,11,7,8	1,2,3,8,5,3	170	150	0.534360896129	1.0	0.514,0.531,0.469,0.514,0.274,0.898	0.726,0.469,0.638,0.548,0.553,0.702	-0.073
368	"ENSMUSG00000033488"	"Cryzl2"	chr1	+	157470615	157470797	157472187	157472416	157467165	157467247	157488442	157489060	368	65,79,61,85,77,121	108,197,130,196,164,259	79,128,108,139,92,137	188,265,206,365,200,341	278	325	0.553586204177	1.0	0.413,0.319,0.354,0.336,0.354,0.353	0.329,0.361,0.38,0.308,0.35,0.32	0.014
369	"ENSMUSG00000030782"	"Tgfb1i1"	chr7	+	128248577	128248720	128248886	128248974	128248419	128248472	128249089	128249195	369	0,1,0,1,1,0	1,2,0,0,1,0	0,0,2,2,0,2	0,3,1,1,2,4	239	184	1	1.0	0.0,0.278,NA,1.0,0.435,NA	NA,0.0,0.606,0.606,0.0,0.278	0.13
370	"ENSMUSG00000037805"	"Rpl10a"	chr17	+	28328966	28329047	28329373	28329522	28328810	28328885	28330524	28330697	370	63,90,27,51,32,77	0,0,74,103,0,0	42,49,34,62,38,67	0,0,0,16,0,0	177	245	0.0907994963971	0.577359556401	1.0,1.0,0.336,0.407,1.0,1.0	1.0,1.0,1.0,0.843,1.0,1.0	-0.183
371	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96202130	96202188	96223093	96223198	96196303	96196560	96273838	96273942	371	0,0,5,3,1,1	0,0,0,0,1,0	0,0,2,1,3,3	2,0,1,1,0,1	154	201	1	1.0	NA,NA,1.0,1.0,0.566,1.0	0.0,NA,0.723,0.566,1.0,0.797	0.274
372	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96202130	96202188	96223093	96223198	96196336	96196560	96232681	96232748	372	2,0,6,2,1,1	0,3,3,2,4,5	0,0,4,1,3,4	1,1,1,4,2,5	154	201	0.94423759714	1.0	1.0,0.0,0.723,0.566,0.246,0.207	0.0,0.0,0.839,0.246,0.662,0.511	0.081
373	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96223093	96223198	96232681	96232748	96202130	96202188	96247049	96247088	373	0,2,0,1,1,1	2,0,1,0,0,0	1,1,2,2,2,3	0,1,2,0,0,2	201	163	0.871882581699	1.0	0.0,1.0,0.0,1.0,1.0,1.0	1.0,0.448,0.448,1.0,1.0,0.549	-0.074
374	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96223093	96223198	96232681	96232748	96202130	96202188	96273838	96273942	374	0,2,0,1,1,1	6,6,2,0,1,1	2,1,2,2,2,4	0,0,2,5,3,1	201	163	0.000184534440154	0.00945226410122	0.0,0.213,0.0,1.0,0.448,0.448	1.0,1.0,0.448,0.245,0.351,0.764	-0.283
375	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96232681	96232748	96273838	96273942	96202130	96202188	96287600	96287722	375	1,0,1,1,0,0	11,1,3,6,5,6	0,1,2,0,1,1	4,3,3,6,9,8	163	200	1	1.0	0.1,0.0,0.29,0.17,0.0,0.0	0.0,0.29,0.45,0.0,0.12,0.133	-0.072
376	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96232681	96232748	96247049	96247088	96223093	96223198	96273838	96273942	376	4,9,4,2,3,5	0,1,0,0,0,0	0,1,0,8,5,5	0,0,0,0,0,0	163	135	1	1.0	1.0,0.882,1.0,1.0,1.0,1.0	NA,1.0,NA,1.0,1.0,1.0	-0.02
377	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96232681	96232748	96273838	96273942	96223093	96223198	96287600	96287722	377	0,2,2,3,1,4	11,1,3,5,5,6	0,2,0,3,3,5	5,3,3,6,9,9	163	200	0.76045696152	1.0	0.0,0.71,0.45,0.424,0.197,0.45	0.0,0.45,0.0,0.38,0.29,0.405	0.118
378	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96273865	96273942	96287600	96287722	96232681	96232748	96294964	96295127	378	0,0,0,0,0,1	1,1,3,7,2,0	0,0,0,0,0,0	2,3,1,1,2,2	173	218	1	1.0	0.0,0.0,0.0,0.0,0.0,1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.167
379	"ENSMUSG00000020167"	"Tcf3"	chr10	-	80410397	80410624	80412826	80413062	80409546	80410274	80413204	80413337	379	7,9,3,1,2,6	6,16,5,6,4,8	2,5,6,4,0,2	2,7,4,4,2,13	332	323	0.826436316444	1.0	0.532,0.354,0.369,0.14,0.327,0.422	0.493,0.41,0.593,0.493,0.0,0.13	0.004
380	"ENSMUSG00000031078"	"Cttn"	chr7	-	144449936	144450021	144450977	144451088	144449559	144449615	144452026	144452137	380	5,7,1,2,3,4	0,0,0,0,0,1	1,2,0,5,1,5	0,0,0,0,0,0	207	181	1	1.0	1.0,1.0,1.0,1.0,1.0,0.778	1.0,1.0,NA,1.0,1.0,1.0	-0.037
381	"ENSMUSG00000032228"	"Tcf12"	chr9	-	72006700	72006762	72015637	72015711	72000415	72000518	72109675	72109748	381	2,9,3,3,7,5	0,0,0,0,1,0	5,0,4,7,8,7	0,1,0,0,1,1	170	158	1	1.0	1.0,1.0,1.0,1.0,0.867,1.0	1.0,0.0,1.0,1.0,0.881,0.867	0.186
384	"ENSMUSG00000023262"	"Acy1"	chr9	-	106434684	106434829	106435095	106435169	106434529	106434598	106435467	106435524	384	23,55,17,27,24,39	91,118,31,61,55,101	37,41,40,61,45,58	70,120,121,183,80,121	170	241	0.885884912786	1.0	0.264,0.398,0.437,0.386,0.382,0.354	0.428,0.326,0.319,0.321,0.444,0.405	-0.004
386	"ENSMUSG00000039233"	"Tbce"	chr13	-	14001109	14001178	14003542	14003696	14000057	14000117	14005142	14005283	386	9,4,5,5,3,8	3,7,0,6,1,4	1,5,4,6,10,8	2,4,6,3,0,5	250	165	0.860751322198	1.0	0.664,0.274,1.0,0.355,0.664,0.569	0.248,0.452,0.306,0.569,1.0,0.514	0.073
388	"ENSMUSG00000021619"	"Atg10"	chr13	-	91022569	91022667	91040849	91040988	90937292	90937390	91154216	91154312	388	1,0,2,4,2,0	3,1,2,3,2,3	4,5,3,2,0,0	4,3,0,3,1,6	235	194	0.742956088892	1.0	0.216,0.0,0.452,0.524,0.452,0.0	0.452,0.579,1.0,0.355,0.0,0.0	-0.124
389	"ENSMUSG00000021619"	"Atg10"	chr13	-	91022569	91022667	91154216	91154312	90937292	90937390	91208317	91208433	389	1,0,0,2,1,3	3,1,2,3,2,2	3,1,1,2,0,2	4,3,0,4,1,6	192	194	0.664037955098	1.0	0.252,0.0,0.0,0.402,0.336,0.602	0.431,0.252,1.0,0.336,0.0,0.252	-0.113
392	"ENSMUSG00000000563"	"Atp5f1"	chr3	-	105951590	105951716	105954017	105954181	105943686	105943866	105955895	105956041	392	216,344,174,179,226,291	197,305,149,181,213,274	244,316,267,347,256,342	210,341,271,374,257,385	260	222	0.161348221323	0.770793057305	0.484,0.491,0.499,0.458,0.475,0.476	0.498,0.442,0.457,0.442,0.46,0.431	0.025
393	"ENSMUSG00000010721"	"Lmbr1"	chr5	-	29258678	29258755	29263394	29263475	29258057	29258135	29287390	29287463	393	0,0,1,0,0,0	1,1,2,0,0,1	0,0,1,1,2,0	0,0,2,0,0,0	177	173	1	1.0	0.0,0.0,0.328,NA,NA,0.0	NA,NA,0.328,1.0,1.0,NA	-0.694
395	"ENSMUSG00000010721"	"Lmbr1"	chr5	-	29292822	29292949	29323801	29323905	29292151	29292220	29346766	29346906	395	4,2,2,2,0,0	3,4,0,1,0,1	0,3,0,1,0,0	3,3,1,0,1,8	200	223	1	1.0	0.598,0.358,1.0,0.69,NA,0.0	0.0,0.527,0.0,1.0,0.0,0.0	0.275
396	"ENSMUSG00000031516"	"Dctn6"	chr8	-	34098918	34099101	34104985	34105039	34097188	34097294	34106341	34106406	396	3,1,0,4,0,1	0,1,0,2,0,0	0,1,0,0,1,3	0,0,0,0,1,1	150	279	1	1.0	1.0,0.65,NA,0.788,NA,1.0	NA,1.0,NA,NA,0.65,0.848	0.027
397	"ENSMUSG00000031516"	"Dctn6"	chr8	-	34098918	34099101	34104985	34105098	34097188	34097294	34106341	34106406	397	3,4,0,1,0,0	0,1,0,2,0,0	0,1,0,0,0,3	0,0,0,0,1,1	209	279	1	1.0	1.0,0.842,NA,0.4,NA,NA	NA,1.0,NA,NA,0.0,0.8	0.147
398	"ENSMUSG00000037795"	"N4bp2"	chr5	+	65786105	65786361	65788052	65788141	65775584	65775663	65790017	65791170	398	0,3,1,2,1,2	0,0,0,0,0,0	0,0,0,2,1,3	0,0,0,1,0,1	352	185	1	1.0	NA,1.0,1.0,1.0,1.0,1.0	NA,NA,NA,0.512,1.0,0.612	0.292
399	"ENSMUSG00000097462"	"9530026P05Rik"	chr6	+	93107066	93107159	93192108	93192203	92940581	92940809	93237973	93238044	399	1,3,0,2,1,0	0,0,2,0,1,0	0,0,0,0,1,0	0,0,0,0,0,1	189	191	1	1.0	1.0,1.0,0.0,1.0,0.503,NA	NA,NA,NA,NA,1.0,0.0	0.201
400	"ENSMUSG00000107283"	"Mpv17"	chr5	-	31145245	31145278	31145494	31145590	31144699	31144752	31145683	31145776	400	16,12,17,11,8,16	2,5,4,1,2,2	7,20,19,17,18,21	0,6,5,6,2,9	192	129	0.318159587128	1.0	0.843,0.617,0.741,0.881,0.729,0.843	1.0,0.691,0.719,0.656,0.858,0.611	0.02
401	"ENSMUSG00000042569"	"Dhrs7b"	chr11	+	60852418	60852511	60855699	60855852	60851741	60851958	60857717	60858423	401	6,12,6,6,8,8	12,23,10,10,7,12	5,8,7,16,2,13	13,20,13,26,15,22	189	249	0.253445227846	0.949668857187	0.397,0.407,0.441,0.441,0.601,0.468	0.336,0.345,0.415,0.448,0.149,0.438	0.104
405	"ENSMUSG00000030505"	"Prmt3"	chr7	+	49798305	49798427	49818031	49818110	49791972	49792038	49826707	49826894	405	0,7,4,4,1,5	1,3,6,2,6,4	1,3,4,5,5,1	2,1,7,3,6,2	218	175	0.89467907722	1.0	0.0,0.652,0.349,0.616,0.118,0.501	0.286,0.707,0.314,0.572,0.401,0.286	-0.055
406	"ENSMUSG00000041119"	"Pde9a"	chr17	+	31414100	31414171	31415279	31415357	31386256	31386356	31420244	31420288	406	4,7,5,6,4,8	5,8,3,7,0,5	2,5,1,8,4,14	2,6,2,8,4,9	167	174	0.603682412834	1.0	0.455,0.477,0.635,0.472,1.0,0.625	0.51,0.465,0.343,0.51,0.51,0.618	0.118
409	"ENSMUSG00000041119"	"Pde9a"	chr17	+	31415279	31415357	31420244	31420288	31414100	31414171	31443165	31443220	409	2,6,1,6,10,7	0,2,0,1,0,4	0,6,1,7,6,7	4,1,0,3,0,5	174	140	0.0423109121482	0.427076614267	1.0,0.707,1.0,0.828,1.0,0.585	0.0,0.828,1.0,0.652,1.0,0.53	0.185
412	"ENSMUSG00000041119"	"Pde9a"	chr17	+	31420244	31420288	31443165	31443220	31415279	31415357	31443837	31443908	412	1,6,3,1,0,1	1,4,0,2,1,2	1,2,2,4,4,3	3,8,5,6,4,2	140	151	0.334007380632	1.0	0.519,0.618,1.0,0.35,0.0,0.35	0.264,0.212,0.301,0.418,0.519,0.618	0.084
413	"ENSMUSG00000022607"	"Ptk2"	chr15	-	73343132	73343359	73365040	73365195	73330848	73331015	73394647	73394744	413	1,2,0,0,1,1	10,12,5,4,10,10	0,2,0,1,0,0	6,10,11,7,9,9	251	323	1	1.0	0.114,0.177,0.0,0.0,0.114,0.114	0.0,0.205,0.0,0.155,0.0,0.0	0.027
414	"ENSMUSG00000022607"	"Ptk2"	chr15	-	73360025	73360337	73365040	73365195	73343132	73343359	73394647	73394744	414	1,2,2,1,1,1	0,0,0,0,0,0	0,3,1,2,0,1	2,0,1,2,0,1	251	408	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.0,1.0,0.619,0.619,NA,0.619	0.429
417	"ENSMUSG00000020520"	"Galnt10"	chr11	+	57721294	57721397	57725522	57725661	57645441	57645717	57736977	57737144	417	2,3,0,0,0,0	1,3,2,1,1,6	0,0,0,0,0,1	1,3,0,2,1,1	199	235	1	1.0	0.703,0.541,0.0,0.0,0.0,0.0	0.0,0.0,NA,0.0,0.0,0.541	0.099
418	"ENSMUSG00000001441"	"Npepps"	chr11	-	97242602	97242803	97244427	97244535	97241950	97242047	97248201	97248323	418	7,4,0,6,9,0	13,15,6,6,7,16	4,6,2,11,2,5	19,18,15,26,18,33	204	297	0.459196675418	1.0	0.439,0.28,0.0,0.593,0.652,0.0	0.235,0.327,0.163,0.381,0.139,0.181	0.09
419	"ENSMUSG00000073643"	"Wdfy1"	chr1	-	79717202	79717315	79724644	79724757	79714873	79715000	79726565	79726716	419	0,0,0,0,0,0	3,7,5,8,6,14	0,0,0,1,1,0	15,17,20,22,11,23	209	209	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.043,0.083,0.0	-0.021
424	"ENSMUSG00000069729"	"Arid1b"	chr17	+	5264031	5264121	5279202	5279382	5242827	5243071	5290955	5291283	424	4,6,3,5,2,0	9,8,4,9,1,10	4,2,5,6,5,4	5,15,8,13,10,11	186	276	0.820170598592	1.0	0.397,0.527,0.527,0.452,0.748,0.0	0.543,0.165,0.481,0.406,0.426,0.35	0.047
425	"ENSMUSG00000029456"	"Acad10"	chr5	-	121637243	121637394	121642611	121642680	121634676	121634822	121645368	121645510	425	10,10,4,14,4,15	20,22,11,33,16,32	9,15,9,14,14,29	13,29,26,29,28,32	165	247	0.202266554432	0.851897314677	0.428,0.405,0.352,0.388,0.272,0.412	0.509,0.436,0.341,0.42,0.428,0.576	-0.075
426	"ENSMUSG00000029456"	"Acad10"	chr5	-	121639123	121639305	121642611	121642680	121637243	121637394	121645368	121645510	426	10,10,4,13,4,15	23,34,10,16,23,32	10,15,9,14,14,30	19,35,22,29,27,52	165	278	0.355036267333	1.0	0.423,0.331,0.403,0.578,0.227,0.441	0.47,0.419,0.408,0.449,0.466,0.493	-0.05
429	"ENSMUSG00000024843"	"Chka"	chr19	+	3875734	3875788	3882009	3882120	3864647	3864759	3884471	3884585	429	6,5,0,3,2,9	0,1,0,1,0,0	1,1,2,11,6,7	0,0,0,1,1,0	150	207	1	1.0	1.0,0.873,NA,0.805,1.0,1.0	1.0,1.0,1.0,0.938,0.892,1.0	-0.036
432	"ENSMUSG00000001999"	"Blvra"	chr2	+	127082931	127083050	127085962	127086082	127080529	127080658	127086844	127086942	432	13,22,14,15,20,17	18,26,22,21,17,21	17,27,25,37,15,34	15,25,23,43,20,26	215	216	0.215022011546	0.854527132092	0.42,0.459,0.39,0.418,0.542,0.449	0.532,0.52,0.522,0.464,0.43,0.568	-0.06
435	"ENSMUSG00000047045"	"Tmem164"	chrX	+	142834184	142834393	142841582	142841645	142832500	142832601	142842409	142843494	435	9,8,2,5,4,6	0,1,0,0,0,0	3,2,3,8,3,8	0,0,0,0,0,0	305	159	1	1.0	1.0,0.807,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.032
436	"ENSMUSG00000014177"	"Tvp23b"	chr11	+	62886188	62886320	62891941	62892070	62885075	62885165	62894121	62895185	436	18,18,7,16,6,6	19,19,6,12,13,11	8,22,9,16,8,5	3,11,14,21,11,15	228	225	0.918611412532	1.0	0.483,0.483,0.535,0.568,0.313,0.35	0.725,0.664,0.388,0.429,0.418,0.248	-0.023
437	"ENSMUSG00000026958"	"Dpp7"	chr2	-	25354740	25354822	25355557	25355721	25354467	25354634	25355813	25355953	437	10,18,6,12,4,6	9,17,5,6,4,18	6,8,8,13,8,13	4,7,16,15,14,12	260	178	0.648428813581	1.0	0.432,0.42,0.451,0.578,0.406,0.186	0.507,0.439,0.255,0.372,0.281,0.426	0.032
439	"ENSMUSG00000005871"	"Apc"	chr18	+	34279268	34279352	34289837	34289942	34276563	34276677	34296030	34296129	439	0,2,0,2,1,3	5,0,1,0,2,0	1,1,0,4,3,1	0,1,1,0,0,0	180	201	0.0504468051696	0.435148733249	0.0,1.0,0.0,1.0,0.358,1.0	1.0,0.528,0.0,1.0,1.0,1.0	-0.195
441	"ENSMUSG00000027763"	"Mbnl1"	chr3	+	60621422	60621458	60622145	60622240	60615619	60615773	60625123	60625198	441	2,3,1,1,3,0	4,10,9,12,1,5	0,0,2,4,1,1	4,4,1,4,9,6	132	191	0.93327690857	1.0	0.42,0.303,0.139,0.108,0.813,0.0	0.0,0.0,0.743,0.591,0.139,0.194	0.019
442	"ENSMUSG00000048581"	"E130311K13Rik"	chr3	-	63925333	63925481	63927263	63927323	63920200	63920361	63929256	63929472	442	0,0,3,2,0,0	6,2,2,2,2,1	0,0,0,1,0,1	2,2,1,3,2,3	156	244	0.19117317861	0.836705113197	0.0,0.0,0.701,0.61,0.0,0.0	0.0,0.0,0.0,0.343,0.0,0.343	0.104
443	"ENSMUSG00000112129"	"Pbld1"	chr10	+	63067428	63067538	63067657	63067687	63066524	63066623	63071406	63071495	443	45,42,37,38,34,44	7,11,6,7,6,16	15,16,28,33,38,60	4,10,4,9,8,16	206	126	0.429611217984	1.0	0.797,0.7,0.79,0.769,0.776,0.627	0.696,0.495,0.811,0.692,0.744,0.696	0.054
444	"ENSMUSG00000031095"	"Cul4b"	chrX	-	38540936	38541050	38542050	38542158	38539999	38540105	38543331	38543417	444	7,10,7,11,12,9	9,5,6,10,4,9	8,7,7,5,14,11	3,15,8,9,7,11	204	210	0.418814833119	1.0	0.445,0.673,0.546,0.531,0.755,0.507	0.733,0.325,0.474,0.364,0.673,0.507	0.064
445	"ENSMUSG00000036083"	"Slc17a3"	chr13	+	23845336	23845548	23846210	23846444	23839462	23839665	23846877	23846965	445	64,90,42,48,34,56	115,168,54,85,72,116	152,201,117,258,202,270	372,504,393,595,432,543	308	330	0.00810208804074	0.152451534154	0.374,0.365,0.455,0.377,0.336,0.341	0.304,0.299,0.242,0.317,0.334,0.348	0.067
446	"ENSMUSG00000028437"	"Ubap1"	chr4	+	41378946	41379870	41387174	41387357	41371724	41371849	41388095	41388197	446	93,93,46,65,56,80	17,16,7,12,11,17	68,99,88,130,97,134	16,19,16,20,9,29	1020	279	0.80646191644	1.0	0.599,0.614,0.643,0.597,0.582,0.563	0.538,0.588,0.601,0.64,0.747,0.558	-0.012
